feature_path,read_success,error,shape,dtype,count,dim,nan_count,inf_count,zero_vector_count,norm_min,norm_p01,norm_p25,norm_median,norm_p75,norm_p99,norm_max,norm_mean,norm_sd,slide_id,scale
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25021735B5.h5,True,,"[2142,512]",float32,2142,512,0,0,0,62.06486335015957,70.36582458241004,78.63344171992017,80.48744435231316,82.17077337616219,86.1322430599512,87.76410760657639,80.23309389777164,3.0487543663009062,25021735B5,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25021890B4.h5,True,,"[1454,512]",float32,1454,512,0,0,0,66.08224851234945,72.12851709891707,80.28277759201733,82.18558527041813,83.9778366094777,87.19568263820598,88.9667978625683,81.84088063118271,3.0329625785556544,25021890B4,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25021890B6.h5,True,,"[3970,512]",float32,3970,512,0,0,0,60.90787259089075,72.33411791477047,79.7159742368942,81.39130573900319,82.9963590047306,86.32033073636163,88.68560114534296,81.18223909824206,2.702669835069234,25021890B6,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25021922B2.h5,True,,"[6173,512]",float32,6173,512,0,0,0,64.5362864447526,71.66160384109178,78.21496542550679,80.34390634094277,82.35978205782517,86.58405693942368,89.1707003973391,80.15268092256719,3.1640842505157334,25021922B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25022013B.h5,True,,"[2339,512]",float32,2339,512,0,0,0,61.71939634232043,68.70605633925595,79.22100377967323,81.15041157568592,82.76111745148145,86.16957574246892,87.5243692910214,80.71740177601934,3.184848966046466,25022013B,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25022344B2.h5,True,,"[6174,512]",float32,6174,512,0,0,0,65.24281671120112,71.25499304938566,78.74607121182842,81.49843729150635,83.81091448309711,87.24905090089116,89.90203375099374,81.05880627015645,3.5503755225079656,25022344B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25022458B2.h5,True,,"[4696,512]",float32,4696,512,0,0,0,62.63796732992731,72.22444973858393,79.66646547236701,81.6998135621338,83.40032193879202,87.10131188230494,88.82472471677225,81.38323606517315,2.9961399344708903,25022458B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25022584B2.h5,True,,"[2946,512]",float32,2946,512,0,0,0,63.0248989907322,70.70098292251726,77.47263657283523,79.1376931263304,80.74119632630588,84.57812741580653,87.29783309610194,78.96931193083367,2.721572329207135,25022584B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25022584B3.h5,True,,"[1145,512]",float32,1145,512,0,0,0,64.13626245250735,69.44256114026123,77.72752753486628,79.37319857164842,80.76546311417695,84.00519923464759,85.3862994942345,79.07629124601661,2.7419650704790013,25022584B3,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25022613B2.h5,True,,"[1531,512]",float32,1531,512,0,0,0,57.02924820753036,64.25070396686964,77.4175619201308,79.47513628706707,81.197914716931,85.07580651860752,86.23681998799754,78.8926291631806,3.8405869144345757,25022613B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25023174B2.h5,True,,"[1416,512]",float32,1416,512,0,0,0,60.37660528517423,65.29860947855306,78.31697920459949,80.859953451469,83.08227597703252,87.21096156337826,89.7306116547451,80.17147581395669,4.287390922636923,25023174B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25023327B3.h5,True,,"[510,512]",float32,510,512,0,0,0,67.02841369365039,69.67617735136817,75.96433644521078,78.11158222470623,80.01319946260665,84.66865179389471,85.64176327612984,77.89393075220929,3.20520084037243,25023327B3,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25023687B3.h5,True,,"[1213,512]",float32,1213,512,0,0,0,68.42506148220998,72.88523999599133,78.80507509439141,80.76642583598631,82.59404962134232,85.94098908303967,88.28330307494357,80.5505563891976,2.9401915823795806,25023687B3,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25023687B4.h5,True,,"[882,512]",float32,882,512,0,0,0,69.16204471873219,72.50861745503082,79.52015769810549,81.2840445886863,82.8303498387659,86.62072278177287,87.89207167277259,81.05533474793239,2.817129644935879,25023687B4,20x
