,folds,test_auc,test_acc,test_f1
0,0,0.9791428042554902,0.9042553191489362,0.8794465839395236
1,1,0.9875333136209985,0.9120879120879121,0.9058249630989668
2,2,0.9771262352514132,0.895,0.8656931212827197
3,3,0.9871950376667358,0.9337016574585635,0.9285024213750471
4,4,0.9834558480575252,0.8972972972972972,0.8757862722057096
