metric,test_auc,test_f1,test_acc,val_auc
mean,0.9828906477704326,0.8910506723803934,0.9084684371985418,0.9835574561372408
std,0.004187513645252063,0.02294155769734487,0.013955354055914923,0.00374909877198184
