fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.9846117424242424,0.9226804123711341,0.9153749963649054,0.9649621212121213,0.9278350515463918
2,0.9534801136363635,0.9072164948453608,0.8958855098389982,0.9821365612880479,0.9639175257731959
3,0.9808438124338935,0.9587628865979382,0.953726893261777,0.961584347411119,0.9378238341968912
4,0.9737532808398951,0.9430051813471503,0.9359635628751546,0.9729181579575281,0.9378238341968912
5,0.9634931997136722,0.9119170984455959,0.9002523333231995,0.9790482954545454,0.9381443298969072
