fold,feature,orientation,threshold,switched_count,rescue_count,harm_count,net_gain,switch_precision,high_auc,high_accuracy,high_macro_f1,selective_auc,selective_accuracy,selective_macro_f1,delta_auc,delta_accuracy,delta_macro_f1,exploratory_upper_bound
1,margin_delta,ge,1.5802955627441335,3,2,1,1,0.6666666666666666,0.9890703960512398,0.9639175257731959,0.95966376570529,0.9851921494887765,0.9690721649484536,0.9658009166764603,-0.0038782465624632723,0.005154639175257714,0.006137150971170291,True
0,high_margin,ge,7.47985076904297,0,0,0,0,0.0,0.9698153409090909,0.9432989690721649,0.937077989090373,0.9698153409090909,0.9432989690721649,0.937077989090373,0.0,0.0,0.0,True
