fold,subset,feature,n,mean,std,median,min,max
0,all_disagreement,high_margin,25,2.7274812793731695,1.8028785372880287,2.457951545715332,0.17652702331542613,7.479850769042969
0,all_disagreement,low_margin,25,2.4576731109619203,2.200891181426665,1.8539314270019531,0.010211944580081678,9.764068603515625
0,all_disagreement,margin_delta,25,-0.2698081684112495,3.1605346708232203,-0.7637805938720721,-5.456241607666016,8.719007968902588
0,all_disagreement,log_margin_ratio,25,-0.28704265131694423,1.6902447419285975,-0.17800457613886986,-5.507283728502735,2.88834434091878
0,rescue,high_margin,4,2.4510672092437744,1.0082262385048542,2.372192859649658,1.111053466796875,3.9488296508789062
0,rescue,low_margin,4,1.2632837295532244,0.49148657287320674,1.3370475769042969,0.5251083374023509,1.8539314270019531
0,rescue,margin_delta,4,-1.18778347969055,1.4924777734111987,-1.0351452827453613,-3.4237213134765554,0.7428779602050781
0,rescue,log_margin_ratio,4,-0.6670848035879081,0.9062703941631965,-0.5813845739782287,-2.0175699083045013,0.5119998419093267
0,harmful,high_margin,21,2.7801315784454355,1.9127313159434323,2.4861679077148438,0.17652702331542613,7.479850769042969
0,harmful,low_margin,21,2.6851758502778624,2.3231612514475484,2.087738037109375,0.010211944580081678,9.764068603515625
0,harmful,margin_delta,21,-0.0949557281675732,3.358016491769178,-0.3189253807067871,-5.456241607666016,8.719007968902588
0,harmful,log_margin_ratio,21,-0.21465366993199883,1.7921801896271077,-0.14216011266811915,-5.507283728502735,2.88834434091878
1,all_disagreement,high_margin,24,4.24177916844686,2.3394297877559143,4.259346008300788,0.4861602783203125,11.918037414550781
1,all_disagreement,low_margin,24,2.229474226633708,1.7851785823175914,1.693603515624993,0.09722900390625,6.833022117614746
1,all_disagreement,margin_delta,24,-2.012304941813152,3.4482697839335184,-1.9402713775634624,-11.618347167968736,6.177748680114746
1,all_disagreement,log_margin_ratio,24,-0.8570882587136595,1.4426019809780426,-0.735860897712795,-3.7907078622083006,2.3444697075058563
1,rescue,high_margin,5,3.102211761474609,1.667059185280823,3.302471160888672,0.6552734375,5.417694091796875
1,rescue,low_margin,5,3.312438774108881,2.060528950871776,2.844223022460909,0.4788055419921875,6.833022117614746
1,rescue,margin_delta,5,0.21022701263427165,3.680161920992843,-0.6293830871582031,-4.9388885498046875,6.177748680114746
1,rescue,log_margin_ratio,5,-0.00595182714546425,1.5491367890558545,-0.21143663814607364,-2.4261309921783862,2.3444697075058563
1,harmful,high_margin,19,4.5416653281764,2.3979504196368024,4.3497467041015625,0.4861602783203125,11.918037414550781
1,harmful,low_margin,19,1.9444835562455045,1.5869296554248264,1.3683929443359375,0.09722900390625,5.759171485900879
1,harmful,margin_delta,19,-2.5971817719308947,3.132661644326408,-2.029922485351584,-11.618347167968736,3.9807443618774414
1,harmful,log_margin_ratio,19,-1.081071530178974,1.3252987690715379,-1.0074820389430816,-3.7907078622083006,1.343179175551626
