fold,mode,auc,accuracy,macro_f1
1,low,0.7433305911387942,0.7371134020618557,0.6964565117349286
1,high,0.9890703960512398,0.9639175257731959,0.95966376570529
1,dual,0.9821365612880479,0.9226804123711341,0.9114828897338403
