fold,mode,auc,accuracy,macro_f1
0,low,0.8436316287878789,0.6030927835051546,0.6022367194780989
0,high,0.9698153409090909,0.9432989690721649,0.937077989090373
0,dual,0.9692234848484849,0.9072164948453608,0.9011660817389335
