slide_id,low_count,high_count,edges,low_with_child_count,low_child_count_mean,low_child_count_median,high_with_parent_count,unmapped_high_count,high_parent_coverage,low_child_coverage,padding_low_gt50_count,padding_high_gt50_count
2482992-B,236,3302,6972,236,29.54237288135593,33.0,3291,11,0.9966686856450636,1.0,0,0
2483014-B4,281,3930,6886,281,24.505338078291814,29.0,3850,80,0.9796437659033079,1.0,0,0
2483055-B2,270,3762,5292,270,19.6,23.0,3676,86,0.9771398192450824,1.0,1,0
2483211-B2,288,4031,6884,288,23.90277777777778,28.0,3901,130,0.96774993798065,1.0,3,5
2483215-B5,228,3269,6695,228,29.364035087719298,33.0,3237,32,0.990211073722851,1.0,0,0
2483215-B6,315,4686,9839,315,31.234920634920634,36.0,4653,33,0.9929577464788732,1.0,0,0
2483220-B1,286,3900,8156,286,28.517482517482517,31.0,3887,13,0.9966666666666667,1.0,2,0
2483363-B3,349,5012,8861,349,25.389684813753583,29.0,4917,95,0.9810454908220272,1.0,0,0
2483768-B4,148,1903,3969,148,26.81756756756757,29.0,1901,2,0.998949027850762,1.0,0,0
2483846-B,194,2766,3976,194,20.49484536082474,24.0,2727,39,0.9859002169197397,1.0,2,0
2483862-B2,198,2674,5510,198,27.828282828282827,30.0,2646,28,0.9895287958115183,1.0,0,0
2483868-B4,244,3630,7632,244,31.278688524590162,36.0,3613,17,0.9953168044077135,1.0,0,0
2483961-B3,190,2652,4695,190,24.710526315789473,28.0,2631,21,0.9920814479638009,1.0,0,0
2483973-B1,300,4402,6112,300,20.373333333333335,23.0,4266,136,0.9691049522944116,1.0,6,9
2483993-B2,228,3420,7117,228,31.214912280701753,36.0,3387,33,0.9903508771929824,1.0,0,5
2484004-B2,309,4442,9238,309,29.89644012944984,33.0,4404,38,0.9914452949122017,1.0,0,0
2484209-B2,393,5862,10601,393,26.974554707379134,30.0,5836,26,0.9955646537018082,1.0,0,0
2484220-B3,378,5652,12167,378,32.18783068783069,36.0,5639,13,0.9976999292285916,1.0,0,0
2484228-B,467,6897,14894,467,31.89293361884368,36.0,6886,11,0.9984051036682615,1.0,1,0
2484301-B2,254,3770,7811,254,30.751968503937007,35.0,3729,41,0.9891246684350132,1.0,2,7
2484312-B2,305,4562,9859,305,32.324590163934424,36.0,4561,1,0.9997807978956598,1.0,0,0
2484463-B2,219,3250,4685,219,21.39269406392694,24.0,3137,113,0.9652307692307692,1.0,0,0
2484633-B2,153,2125,4171,153,27.26143790849673,30.0,2081,44,0.9792941176470589,1.0,0,0
2484727-B2,145,2090,3735,145,25.75862068965517,30.0,2075,15,0.992822966507177,1.0,0,0
2484734-B4,190,2582,4343,190,22.857894736842105,25.0,2525,57,0.9779240898528273,1.0,2,0
2484734-B5,97,1369,2321,97,23.927835051546392,27.0,1350,19,0.9861212563915267,1.0,0,0
2484743-B4,120,1729,3518,120,29.316666666666666,33.0,1708,21,0.9878542510121457,1.0,0,0
2484771-B3,95,1210,1950,95,20.526315789473685,22.0,1149,61,0.9495867768595041,1.0,0,0
2484791-B3,79,1067,1778,79,22.50632911392405,23.0,1053,14,0.9868791002811621,1.0,0,0
2484883-B2,258,3583,6306,258,24.441860465116278,28.0,3527,56,0.9843706391292213,1.0,0,0
2485059-B2,265,3915,6927,265,26.139622641509433,30.0,3853,62,0.9841634738186462,1.0,0,0
2485259-B6,174,2328,4726,174,27.160919540229884,29.0,2304,24,0.9896907216494846,1.0,0,0
2485275-B2,320,4591,8068,320,25.2125,29.0,4553,38,0.9917229361794816,1.0,0,0
2485303-B2,247,3388,6043,247,24.465587044534413,27.0,3354,34,0.9899645808736718,1.0,0,0
2485318-B2,116,1626,3207,116,27.646551724137932,30.0,1569,57,0.9649446494464945,1.0,0,0
2485322-B2,95,1214,2162,95,22.757894736842104,22.0,1188,26,0.9785831960461285,1.0,0,0
2485328-B2,191,2630,5378,191,28.157068062827225,31.0,2612,18,0.9931558935361217,1.0,0,0
2485517-B2,84,1068,1633,84,19.44047619047619,19.0,1003,65,0.9391385767790262,1.0,0,0
2485635-B2,253,3774,7788,253,30.782608695652176,35.0,3721,53,0.9859565447800742,1.0,0,0
2485803-B2,519,7752,16522,519,31.834296724470136,36.0,7698,54,0.9930340557275542,1.0,0,0
2485805-B,362,5106,10593,362,29.26243093922652,33.5,5061,45,0.9911868390129259,1.0,0,0
2485969-B2,403,5798,11739,403,29.129032258064516,32.0,5675,123,0.9787857882028286,1.0,0,0
2486100-B,280,4110,5998,280,21.42142857142857,24.0,4087,23,0.994403892944039,1.0,0,0
2486104-B1,111,1420,1899,111,17.10810810810811,19.0,1342,78,0.9450704225352112,1.0,0,0
2486104-B2,111,1527,2832,111,25.513513513513512,27.0,1460,67,0.9561231172233137,1.0,0,0
2486165-B2,247,3554,7296,247,29.53846153846154,33.0,3489,65,0.981710748452448,1.0,0,0
2486191-B,252,3667,7726,252,30.658730158730158,34.0,3644,23,0.9937278429233706,1.0,0,0
2486197-B2,256,3655,7807,256,30.49609375,35.0,3640,15,0.9958960328317373,1.0,0,0
2486262-B4,141,2018,3942,141,27.95744680851064,30.0,1966,52,0.9742319127849356,1.0,0,0
2486653-B2,244,3569,7413,244,30.381147540983605,34.0,3549,20,0.994396189408798,1.0,0,0
2486653-B3,318,4719,9765,318,30.70754716981132,35.0,4668,51,0.989192625556262,1.0,0,0
2486687-B3,211,3060,6451,211,30.57345971563981,35.0,3038,22,0.9928104575163399,1.0,0,0
2486812-B2,294,4161,8340,294,28.367346938775512,30.5,4076,85,0.9795722182167748,1.0,0,0
2486813-B2,108,1446,2766,108,25.61111111111111,26.5,1422,24,0.983402489626556,1.0,0,0
2486833-B2,154,2205,3863,154,25.084415584415584,28.0,2163,42,0.9809523809523809,1.0,0,0
2486845-B2,154,2100,3925,154,25.48701298701299,26.5,2012,88,0.9580952380952381,1.0,0,0
2486859-B2,60,944,1208,60,20.133333333333333,19.5,714,230,0.7563559322033898,1.0,0,0
2487140-B2,140,1907,3505,140,25.035714285714285,26.0,1792,115,0.9396958573675931,1.0,0,0
2487143-B,204,2900,4887,204,23.955882352941178,26.0,2818,82,0.9717241379310345,1.0,0,0
2487146-B2,156,2196,4313,156,27.647435897435898,29.5,2154,42,0.9808743169398907,1.0,0,0
2487237-B2,191,2685,4754,191,24.89005235602094,28.0,2658,27,0.9899441340782122,1.0,0,0
2487246-B2,90,1227,2081,90,23.122222222222224,25.0,1198,29,0.9763651181744091,1.0,0,0
2487274-B2,197,2764,4977,197,25.263959390862944,29.0,2753,11,0.9960202604920405,1.0,0,0
2487376-B2,344,5115,11021,344,32.03779069767442,36.0,5094,21,0.9958944281524926,1.0,0,0
2487388-B2,239,3526,7226,239,30.234309623430963,34.0,3498,28,0.9920589903573455,1.0,0,0
2487558-B2,137,1895,2838,137,20.715328467153284,24.0,1877,18,0.9905013192612138,1.0,0,0
2487651-B,160,2295,4879,160,30.49375,34.0,2289,6,0.9973856209150327,1.0,0,0
2487656-B4,196,2661,5437,196,27.739795918367346,31.0,2617,44,0.9834648628335212,1.0,0,0
2487664-B2,126,1748,3460,126,27.46031746031746,29.0,1716,32,0.9816933638443935,1.0,0,0
2487896-B2,198,2495,4269,198,21.560606060606062,22.0,2439,56,0.9775551102204408,1.0,1,0
2487935-B2,236,3434,5909,236,25.03813559322034,28.0,3337,97,0.971753057658707,1.0,0,9
2487941-B2,126,1654,3191,126,25.325396825396826,26.0,1621,33,0.9800483675937122,1.0,0,0
2488039-B2,232,3196,6181,232,26.642241379310345,28.0,3147,49,0.9846683354192741,1.0,0,0
2488044-B2,298,4181,7204,298,24.174496644295303,27.0,4097,84,0.9799091126524755,1.0,0,0
2488044-B3,283,3998,7951,283,28.09540636042403,30.0,3919,79,0.98024012006003,1.0,0,0
2488050-B3,243,3528,5112,243,21.037037037037038,24.0,3490,38,0.9892290249433107,1.0,0,0
2488065-B3,162,2276,4637,162,28.623456790123456,33.0,2232,44,0.9806678383128296,1.0,0,0
2488320-B3,121,1703,3558,121,29.40495867768595,33.0,1693,10,0.994128009395185,1.0,0,0
2488330-B2,277,4011,6857,277,24.75451263537906,28.0,3914,97,0.9758165046123162,1.0,0,0
2488344-B2,143,2098,4373,143,30.58041958041958,34.0,2083,15,0.9928503336510963,1.0,0,0
2488369-B2,367,5365,9698,367,26.42506811989101,30.0,5335,30,0.994408201304753,1.0,0,0
2488475-B2,138,1880,3795,138,27.5,30.0,1861,19,0.9898936170212767,1.0,0,0
2488477-B2,159,2259,4399,159,27.666666666666668,30.0,2207,52,0.9769809650287737,1.0,0,0
2488767-B,478,7110,15178,478,31.753138075313807,36.0,7084,26,0.9963431786216597,1.0,0,1
2488769-B2,161,2229,4194,161,26.049689440993788,27.0,2169,60,0.9730820995962315,1.0,0,0
2488806-B2,311,4653,9673,311,31.10289389067524,35.0,4588,65,0.9860305179454115,1.0,0,0
2488916-B2,463,6989,15144,463,32.70842332613391,36.0,6947,42,0.9939905565889254,1.0,0,0
2488932-B4,377,5478,11379,377,30.183023872679044,35.0,5405,73,0.9866739686016794,1.0,0,0
2489131-B3,55,803,951,55,17.29090909090909,19.0,683,120,0.8505603985056039,1.0,0,0
2489137-B4,358,5205,11016,358,30.77094972067039,35.0,5173,32,0.9938520653218059,1.0,0,0
2489182-B2,275,3726,6384,275,23.214545454545455,25.0,3652,74,0.9801395598497048,1.0,0,0
2489203-B,388,5588,11818,388,30.45876288659794,36.0,5550,38,0.9931997136721546,1.0,2,0
2489331-B2,221,3091,4697,221,21.25339366515837,22.0,2859,232,0.9249433840181172,1.0,0,9
25012148B4,280,4023,8377,280,29.917857142857144,34.0,3955,68,0.9830971911508825,1.0,0,0
25012153B2,216,3047,6169,216,28.560185185185187,30.0,3003,44,0.9855595667870036,1.0,0,0
25012170B4,202,2651,3589,202,17.76732673267327,18.0,2529,122,0.953979630328178,1.0,0,0
25012170B5,271,3902,6638,271,24.494464944649447,27.0,3779,123,0.968477703741671,1.0,0,0
25012175B4,122,1586,3089,122,25.31967213114754,27.0,1553,33,0.9791929382093316,1.0,0,0
25012253B3,101,1418,2829,101,28.00990099009901,30.0,1393,25,0.9823695345557123,1.0,0,0
25012485B2,293,4287,8333,293,28.440273037542664,32.0,4102,185,0.9568462794494985,1.0,0,0
25012628B2,173,2487,5143,173,29.728323699421967,33.0,2467,20,0.9919581825492562,1.0,0,0
25012760B2,429,6463,13396,429,31.226107226107224,36.0,6385,78,0.987931301253288,1.0,0,0
25012785B2,349,4855,9888,349,28.332378223495702,33.0,4778,77,0.984140061791967,1.0,0,0
25012915B2,308,4380,6225,308,20.211038961038962,24.0,4309,71,0.9837899543378995,1.0,0,0
25012919B8,210,3023,5338,210,25.419047619047618,29.0,3003,20,0.9933840555739332,1.0,2,0
25012919B9,235,3360,6114,235,26.017021276595745,30.0,3341,19,0.9943452380952381,1.0,0,0
25013023B2,352,5101,10487,352,29.792613636363637,35.0,5010,91,0.9821603607135856,1.0,0,0
25013062B3,143,2113,3611,143,25.251748251748253,29.0,2073,40,0.9810695693327023,1.0,0,0
25013162B2,177,2510,4260,177,24.06779661016949,26.0,2443,67,0.9733067729083665,1.0,0,0
25013189B2,251,3510,5981,251,23.828685258964143,26.0,3446,64,0.9817663817663818,1.0,0,0
25013189B3,250,3468,7119,250,28.476,31.0,3430,38,0.989042675893887,1.0,0,0
25013352B2,445,6447,14076,445,31.631460674157303,36.0,6439,8,0.9987591127656275,1.0,0,9
25013465B2,347,5209,10774,347,31.04899135446686,35.0,5136,73,0.9859857938183912,1.0,0,0
25013871B6,359,5249,7454,359,20.76323119777159,24.0,5024,225,0.9571346923223472,1.0,2,8
25013878B2,265,3613,7379,265,27.845283018867924,29.0,3561,52,0.9856075283697758,1.0,0,0
25014124B2,352,5133,10319,352,29.31534090909091,33.0,5032,101,0.9803233976232223,1.0,0,0
25014160B2,168,2297,4440,168,26.428571428571427,28.0,2228,69,0.9699608184588594,1.0,0,0
25014217B2,46,571,1136,46,24.695652173913043,25.5,569,2,0.9964973730297724,1.0,0,0
25014217B3,125,1679,2729,125,21.832,23.0,1602,77,0.9541393686718285,1.0,0,0
25014226B2,236,3314,6080,236,25.76271186440678,27.0,3191,123,0.9628847314423657,1.0,0,0
25014265B2,199,2711,5424,199,27.256281407035175,29.0,2682,29,0.9893028402803393,1.0,0,0
25014268B,172,2332,4026,172,23.406976744186046,27.0,2278,54,0.9768439108061749,1.0,0,0
25014311B2,132,1752,3317,132,25.12878787878788,26.0,1697,55,0.968607305936073,1.0,0,0
25014318B,125,1708,3257,125,26.056,30.0,1608,100,0.9414519906323185,1.0,0,0
25014684B,400,5744,12163,400,30.4075,35.0,5717,27,0.995299442896936,1.0,0,0
25015070B2,218,3053,4219,218,19.353211009174313,22.0,2942,111,0.9636423190304618,1.0,0,0
25015087B2,225,3171,5302,225,23.564444444444444,26.0,3080,91,0.9713024282560706,1.0,0,0
25015101B2,205,2961,6227,205,30.37560975609756,34.0,2946,15,0.9949341438703141,1.0,0,0
25015103B2,134,1841,3211,134,23.96268656716418,27.0,1807,34,0.9815317762085823,1.0,0,0
25015190B2,241,3479,7161,241,29.713692946058092,34.0,3385,94,0.9729807415924117,1.0,0,0
25015204B2,272,4122,8302,272,30.522058823529413,34.5,4035,87,0.9788937409024745,1.0,0,0
25015234B2,214,2869,5519,214,25.789719626168225,27.0,2742,127,0.9557337051237365,1.0,0,0
25015408B3,149,2090,4200,149,28.187919463087248,31.0,2064,26,0.9875598086124402,1.0,0,0
25015422B,168,2324,3767,168,22.422619047619047,24.0,2221,103,0.9556798623063684,1.0,0,0
25015425B2,329,4334,8984,329,27.306990881458965,29.0,4276,58,0.9866174434702354,1.0,0,0
25015488B2,183,2604,5246,183,28.666666666666668,33.0,2553,51,0.9804147465437788,1.0,0,0
25015495B3,144,2146,3264,144,22.666666666666668,24.0,1944,202,0.9058713886300093,1.0,0,0
25015495B4,219,3259,6388,219,29.168949771689498,32.0,3178,81,0.975145750230132,1.0,0,0
25015607B2,185,2657,4492,185,24.28108108108108,27.0,2545,112,0.957847196085811,1.0,0,0
25015622B2,289,3802,7239,289,25.048442906574394,26.0,3675,127,0.9665965281430826,1.0,0,0
25015625B2,199,2904,3218,199,16.170854271356784,18.0,2643,261,0.9101239669421488,1.0,0,0
25015811B3,114,1417,2670,114,23.42105263157895,24.0,1376,41,0.9710656316160904,1.0,0,0
25015811B4,278,3983,5564,278,20.014388489208635,22.0,3876,107,0.97313582726588,1.0,0,0
25015820B,300,4362,9179,300,30.596666666666668,35.0,4336,26,0.9940394314534617,1.0,0,0
25015863B2,363,5419,11135,363,30.674931129476583,35.0,5319,100,0.9815464107768961,1.0,0,0
25015870B3,180,2419,4703,180,26.127777777777776,27.0,2345,74,0.9694088466308391,1.0,0,0
25016077B2,127,1776,3668,127,28.881889763779526,34.0,1760,16,0.990990990990991,1.0,0,0
25016088B2,228,3359,6943,228,30.45175438596491,33.0,3332,27,0.9919618934206609,1.0,0,0
25016772B2,345,4967,10270,345,29.768115942028984,35.0,4919,48,0.9903362190457017,1.0,0,0
25016785B2,420,6163,12692,420,30.21904761904762,36.0,6081,82,0.9866947914976473,1.0,0,0
25016801B2,370,5448,11482,370,31.032432432432433,35.0,5411,37,0.993208516886931,1.0,0,0
25016829B2,201,2897,3985,201,19.82587064676617,22.0,2815,82,0.9716948567483604,1.0,0,0
25016903B4,274,3930,6942,274,25.335766423357665,29.0,3890,40,0.989821882951654,1.0,0,0
25016905B4,165,2378,4082,165,24.73939393939394,28.0,2338,40,0.9831791421362489,1.0,0,0
25016915B2,193,2497,5069,193,26.264248704663213,27.0,2452,45,0.9819783740488587,1.0,0,0
25016926B2,292,4024,6739,292,23.078767123287673,25.0,3904,120,0.9701789264413518,1.0,0,0
25017089B2,308,4519,8955,308,29.074675324675326,34.0,4393,126,0.9721177251604337,1.0,0,0
25017211B2,264,3869,7986,264,30.25,34.0,3813,56,0.9855259757043163,1.0,0,0
25017218B3,157,1970,3213,157,20.46496815286624,21.0,1914,56,0.9715736040609138,1.0,0,0
25017220B2,259,3397,5910,259,22.81853281853282,22.0,3198,199,0.9414188990285546,1.0,0,0
25017227B2,314,4567,9805,314,31.226114649681527,36.0,4530,37,0.9918984015765273,1.0,0,0
25017242B2,279,4033,7281,279,26.096774193548388,30.0,4018,15,0.9962806843540789,1.0,0,0
25017320B2,283,4129,8542,283,30.18374558303887,35.0,4064,65,0.9842576895131994,1.0,0,0
25017322B2,333,4954,10640,333,31.95195195195195,36.0,4918,36,0.9927331449333872,1.0,0,0
25017338B3,309,4511,9419,309,30.48220064724919,34.0,4487,24,0.9946796719131014,1.0,0,0
25017341B4,108,1485,2406,108,22.27777777777778,24.0,1411,74,0.9501683501683502,1.0,0,0
25017354B5,119,1549,2942,119,24.722689075630253,25.0,1515,34,0.9780503550677857,1.0,0,0
25017355B1,321,4467,9119,321,28.40809968847352,30.0,4440,27,0.9939556749496307,1.0,0,0
25017372B2,152,1867,3512,152,23.105263157894736,22.5,1800,67,0.96411355115158,1.0,0,0
25017383B2,174,2570,5314,174,30.54022988505747,34.0,2537,33,0.98715953307393,1.0,0,0
25017515B2,412,6028,13024,412,31.611650485436893,36.0,6000,28,0.9953550099535501,1.0,0,0
25017518B2,328,4794,8218,328,25.054878048780488,28.0,4654,140,0.9707968293700459,1.0,0,0
25017538B4,226,3081,5960,226,26.371681415929203,28.0,2995,86,0.9720869847452126,1.0,0,0
25017539B2,275,4009,7985,275,29.036363636363635,32.0,3885,124,0.9690695934148167,1.0,0,0
25017539B3,333,4823,10191,333,30.603603603603602,35.0,4785,38,0.9921210864607091,1.0,0,0
25017589B6,153,2176,4166,153,27.22875816993464,29.0,2064,112,0.9485294117647058,1.0,0,0
25017711B,384,5679,11931,384,31.0703125,36.0,5607,72,0.9873217115689382,1.0,0,0
25017716B2,218,3169,6782,218,31.110091743119266,35.0,3158,11,0.9965288734616599,1.0,0,0
25017718B2,214,3188,5472,214,25.570093457943926,29.0,3090,98,0.9692597239648683,1.0,0,4
25017738B2,334,4902,10509,334,31.464071856287426,36.0,4882,20,0.9959200326397388,1.0,0,0
25017748B2,192,2671,4538,192,23.635416666666668,26.5,2603,68,0.9745413702733059,1.0,0,0
25017767B2,210,2984,5351,210,25.48095238095238,30.0,2950,34,0.9886058981233244,1.0,0,0
25017932B2,93,1261,2126,93,22.86021505376344,25.0,1222,39,0.9690721649484536,1.0,0,0
25017948B3,288,4183,8956,288,31.09722222222222,36.0,4167,16,0.9961749940234281,1.0,0,0
25018002B2,249,3688,7587,249,30.46987951807229,35.0,3645,43,0.9883405639913232,1.0,0,0
25018050B2,195,2805,5733,195,29.4,33.0,2766,39,0.986096256684492,1.0,0,0
25018453B2,168,2250,4367,168,25.99404761904762,27.5,2189,61,0.9728888888888889,1.0,0,0
25018457B2,282,4148,8766,282,31.085106382978722,36.0,4101,47,0.9886692381870781,1.0,0,2
25018571B2,339,4925,10267,339,30.28613569321534,36.0,4864,61,0.9876142131979695,1.0,1,0
25018910B2,145,2088,3555,145,24.517241379310345,27.0,2048,40,0.9808429118773946,1.0,0,0
25019081B3,301,4444,9538,301,31.687707641196013,36.0,4435,9,0.9979747974797479,1.0,0,0
25019102B4,312,4517,7932,312,25.423076923076923,29.0,4449,68,0.9849457604604827,1.0,0,0
25019107B,235,3417,6184,235,26.314893617021276,30.0,3415,2,0.9994146912496342,1.0,0,0
25019283B2,166,2178,3625,166,21.837349397590362,23.0,2110,68,0.9687786960514233,1.0,0,0
25019284B2,244,3526,5213,244,21.364754098360656,25.0,3465,61,0.9826999432785025,1.0,0,0
25019352B2,232,3152,6428,232,27.70689655172414,30.0,3122,30,0.9904822335025381,1.0,0,0
25019376B2,412,6083,10948,412,26.57281553398058,30.0,6039,44,0.9927667269439421,1.0,0,0
25019379B,219,3103,6568,219,29.990867579908677,34.0,3088,15,0.9951659684176604,1.0,0,0
25019384B2,226,3241,5643,226,24.969026548672566,28.0,3202,39,0.9879666769515582,1.0,0,0
25019457B2,192,2629,5388,192,28.0625,30.0,2606,23,0.9912514263978699,1.0,0,0
25019468B2,185,2556,5369,185,29.021621621621623,32.0,2532,24,0.9906103286384976,1.0,0,0
25019508B4,178,2594,5493,178,30.859550561797754,36.0,2584,10,0.9961449498843485,1.0,0,0
25019621B2,124,1765,2969,124,23.943548387096776,26.0,1725,40,0.9773371104815864,1.0,0,0
25019621B4,181,2623,4672,181,25.8121546961326,30.0,2608,15,0.994281357224552,1.0,0,0
25019716B2,186,2594,3686,186,19.817204301075268,23.0,2549,45,0.9826522744795683,1.0,0,0
25019773B3,139,1993,3596,139,25.8705035971223,30.0,1992,1,0.9994982438534872,1.0,0,0
25019776B2,287,4229,5134,287,17.88850174216028,20.0,4172,57,0.9865216363206432,1.0,0,0
25019790B2,438,6505,13658,438,31.182648401826484,36.0,6442,63,0.990315142198309,1.0,0,0
25019806B2,220,3141,5383,220,24.46818181818182,27.0,3078,63,0.9799426934097422,1.0,0,0
25020257B2,287,4243,8660,287,30.174216027874564,34.0,4187,56,0.986801791185482,1.0,0,0
25020263B2,348,4827,8437,348,24.24425287356322,29.0,4745,82,0.9830122229127822,1.0,2,0
25020282B2,342,5158,10868,342,31.77777777777778,36.0,5108,50,0.990306320279178,1.0,0,0
25020291B2,159,2136,4221,159,26.547169811320753,29.0,2108,28,0.9868913857677902,1.0,1,4
25020573B3,286,4278,9020,286,31.53846153846154,36.0,4244,34,0.992052360916316,1.0,0,1
25020714B2,515,7718,13960,515,27.106796116504853,30.0,7672,46,0.9940399067115833,1.0,1,2
25020717B2,219,3029,5598,219,25.561643835616437,26.0,2884,145,0.952129415648729,1.0,0,0
25020760B3,319,4559,7775,319,24.3730407523511,28.0,4469,90,0.9802588286905023,1.0,0,0
25021120B4,281,4056,8400,281,29.893238434163703,33.0,4016,40,0.9901380670611439,1.0,0,0
25021164B2,355,5257,11218,355,31.6,36.0,5233,24,0.9954346585505041,1.0,0,0
25021171B2,136,1875,3859,136,28.375,33.0,1847,28,0.9850666666666666,1.0,0,0
25021197B2,228,3106,6302,228,27.640350877192983,31.0,3067,39,0.9874436574372183,1.0,0,0
25021260B2,260,3839,8189,260,31.496153846153845,36.0,3823,16,0.9958322479812451,1.0,0,0
25021291B2,267,3862,5460,267,20.44943820224719,24.0,3765,97,0.974883480062144,1.0,0,0
25021419B1,317,4554,7913,317,24.962145110410095,29.0,4457,97,0.9787000439174353,1.0,0,0
25021474B,171,2233,4477,171,26.181286549707604,28.0,2199,34,0.9847738468428123,1.0,2,0
25021481B2,170,2451,5144,170,30.258823529411764,34.0,2443,8,0.9967360261117911,1.0,0,0
25021538B2,269,3677,7666,269,28.49814126394052,32.0,3655,22,0.9940168615719337,1.0,0,0
25021554B2,270,3937,7062,270,26.155555555555555,30.0,3911,26,0.9933959867919736,1.0,0,0
25021575B4,95,1255,2526,95,26.589473684210525,29.0,1240,15,0.9880478087649402,1.0,0,0
25021622B4,139,1976,3940,139,28.345323741007196,30.0,1953,23,0.9883603238866396,1.0,0,0
25021640B3,392,5874,12555,392,32.0280612244898,36.0,5840,34,0.9942117807286347,1.0,0,0
25021658B3,245,3291,6783,245,27.685714285714287,29.0,3242,49,0.9851109085384382,1.0,0,0
25021662B2,243,3524,7582,243,31.20164609053498,36.0,3515,9,0.9974460839954598,1.0,0,0
25021667B2,244,3355,5924,244,24.278688524590162,27.5,3312,43,0.9871833084947839,1.0,0,0
25021668B2,174,2528,2873,174,16.511494252873565,19.0,2361,167,0.9339398734177216,1.0,0,0
25021893B2,317,4645,6450,317,20.347003154574132,23.0,4489,156,0.9664155005382131,1.0,0,0
25021894B2,250,3640,5471,250,21.884,25.0,3596,44,0.987912087912088,1.0,0,0
25021894B3,195,2791,5757,195,29.523076923076925,34.0,2727,64,0.9770691508419921,1.0,0,0
25021901B2,318,4812,10199,318,32.07232704402516,36.0,4789,23,0.9952202826267664,1.0,0,0
25021911B2,299,4120,8634,299,28.876254180602007,33.0,4093,27,0.9934466019417476,1.0,0,0
25021918B4,288,4212,8886,288,30.854166666666668,35.0,4187,25,0.9940645773979108,1.0,0,0
25021973B2,273,3837,7669,273,28.09157509157509,31.0,3760,77,0.979932238728173,1.0,0,0
25022019B2,112,1494,3162,112,28.232142857142858,32.0,1488,6,0.9959839357429718,1.0,0,0
25022038B2,111,1581,3179,111,28.63963963963964,31.0,1564,17,0.989247311827957,1.0,0,0
25022262B2,242,3520,5995,242,24.772727272727273,29.0,3411,109,0.9690340909090909,1.0,0,0
25022278B2,201,2839,5690,201,28.308457711442784,32.0,2771,68,0.9760479041916168,1.0,0,0
25022330B2,269,3644,7127,269,26.49442379182156,28.0,3578,66,0.9818880351262349,1.0,0,0
25022343B3,268,3850,6867,268,25.62313432835821,30.0,3825,25,0.9935064935064936,1.0,0,0
25022354B2,312,4538,9537,312,30.567307692307693,36.0,4488,50,0.9889819303658,1.0,0,0
25022406B2,217,3157,5508,217,25.382488479262673,29.0,3114,43,0.9863794741843522,1.0,0,4
25023016B6,362,5337,9214,362,25.45303867403315,29.0,5247,90,0.9831365935919055,1.0,0,0
25023184B2,394,5792,10362,394,26.299492385786802,30.0,5743,49,0.9915400552486188,1.0,0,0
25023573B,191,2681,5148,191,26.952879581151834,29.0,2603,78,0.9709063782170831,1.0,0,0
25023590B3,222,2995,4782,222,21.54054054054054,23.0,2861,134,0.9552587646076794,1.0,0,0
25023590B4,166,2256,3906,166,23.53012048192771,27.0,2222,34,0.9849290780141844,1.0,0,0
25023687B2,234,3293,6453,234,27.576923076923077,30.0,3172,121,0.9632553902216824,1.0,0,0
25023690B3,170,2315,3725,170,21.91176470588235,23.0,2230,85,0.9632829373650108,1.0,0,0
25023814B,287,4032,8259,287,28.777003484320556,32.0,3977,55,0.986359126984127,1.0,0,0
25023869B3,136,1964,3656,136,26.88235294117647,29.5,1857,107,0.9455193482688391,1.0,0,1
25023869B4,202,2761,4445,202,22.004950495049506,23.0,2621,140,0.949293734154292,1.0,0,0
25023930B2,138,1892,3133,138,22.702898550724637,26.0,1834,58,0.9693446088794926,1.0,0,0
25023934B2,359,5427,11468,359,31.944289693593316,36.0,5392,35,0.9935507646950433,1.0,0,0
25023936B2,235,3380,7139,235,30.378723404255318,35.0,3371,9,0.9973372781065089,1.0,0,0
25023977B2,200,2514,4601,200,23.005,24.0,2404,110,0.9562450278440732,1.0,0,3
25024142B2,131,1713,3286,131,25.083969465648856,26.0,1673,40,0.9766491535318156,1.0,2,0
25024243B2,281,4146,5744,281,20.441281138790035,23.0,4038,108,0.9739507959479016,1.0,0,0
25024302B4,166,2287,4722,166,28.44578313253012,32.0,2264,23,0.989943156974202,1.0,0,0
25024310B3,405,5984,8995,405,22.209876543209877,25.0,5903,81,0.9864639037433155,1.0,0,0
25024431B,196,2750,5863,196,29.913265306122447,35.0,2733,17,0.9938181818181818,1.0,0,0
25024688B2,171,2465,5028,171,29.403508771929825,33.0,2438,27,0.9890466531440162,1.0,0,0
25024698B4,311,4574,9733,311,31.29581993569132,36.0,4550,24,0.994752951464801,1.0,0,0
25024709B2,239,3587,7316,239,30.610878661087867,35.0,3522,65,0.9818790075271815,1.0,0,0
25024732B2,192,2729,5592,192,29.125,33.0,2696,33,0.9879076584829608,1.0,0,0
25024855B3,126,1763,3505,126,27.817460317460316,30.0,1733,30,0.9829835507657402,1.0,0,0
25024878B3,324,4685,9905,324,30.570987654320987,36.0,4653,32,0.9931696905016009,1.0,0,0
25024982B2,261,3821,7913,261,30.31800766283525,35.0,3784,37,0.9903166710285266,1.0,0,0
25024983B2,291,4255,5995,291,20.601374570446737,24.0,4162,93,0.9781433607520564,1.0,1,0
25025083B2,217,3283,4587,217,21.138248847926267,24.0,3215,68,0.9792872372829728,1.0,0,0
