fold,run,shuffle_seed,n_slides,auc,accuracy,macro_f1,delta_auc,delta_accuracy,delta_macro_f1,mean_absolute_probability_change,changed_prediction_count
1,normal,,194,0.9890703960512398,0.9639175257731959,0.95966376570529,0.0,0.0,0.0,0.0,0
1,context_shuffle,0,194,0.9888353508050299,0.9690721649484536,0.9655539772727273,-0.0002350452462098751,0.005154639175257714,0.005890211567437298,0.004898637256811705,1
1,context_shuffle,1,194,0.9889528734281349,0.9639175257731959,0.95966376570529,-0.00011752262310493755,0.0,0.0,0.003903890907711117,0
1,context_shuffle,2,194,0.9883652603126102,0.9639175257731959,0.95966376570529,-0.0007051357386296253,0.0,0.0,0.0034046054429831174,0
1,context_shuffle,3,194,0.9889528734281349,0.9587628865979382,0.9540719696969697,-0.00011752262310493755,-0.005154639175257714,-0.005591796008320271,0.003899892337175882,1
1,context_shuffle,4,194,0.9886003055588201,0.9639175257731959,0.95966376570529,-0.0004700904924197502,0.0,0.0,0.00304974078780575,0
