fold,branch,n_slides,logit_norm_mean,logit_norm_std,logit_norm_min,logit_norm_max,prediction_margin_mean,prediction_margin_std,prediction_margin_min,prediction_margin_max
1,low,194,212.0497571186996,77.01798966375469,4.058133981556732,346.01099104320764,3.9324036848913764,2.229602995358267,0.09722900390625,9.959136962890625
1,high,194,146.11389581008467,75.52542718043502,4.803811966668926,354.01958408386287,8.638372493773392,5.512524496082655,0.4861602783203125,35.58778762817383
