fold,mode,auc,accuracy,macro_f1
0,low_independent,0.9209280303030303,0.8556701030927835,0.8380441264162195
0,high_original,0.9698153409090909,0.9432989690721649,0.937077989090373
1,low_independent,0.9454695028793043,0.8917525773195877,0.8807202459376373
1,high_original,0.9890703960512398,0.9639175257731959,0.95966376570529
