,folds,test_auc,test_acc,test_f1
0,0,0.9807419994335882,0.9368932038834952,0.9368917167432544
1,1,0.9362433862433863,0.8497652582159625,0.8490164805954279
2,2,0.9548112706007443,0.9154929577464789,0.9144959857270294
3,3,0.9500218435998252,0.9065420560747663,0.9064112656345666
4,4,0.923903818953324,0.854368932038835,0.8534850640113798
