metric,test_auc,test_f1,test_acc,val_auc
mean,0.9671663840447906,0.9160341053502263,0.9225308477111265,0.9690608631969893
std,0.010387476558093101,0.02981425740995953,0.02985387578825375,0.008921296262152772
