,folds,test_auc,test_acc,test_f1
0,0,0.9788707386363636,0.9381443298969072,0.9305903398926655
1,1,0.9608191287878789,0.865979381443299,0.86002886002886
2,2,0.9806087671876836,0.9536082474226804,0.9485183547103051
3,3,0.9562157003101885,0.927461139896373,0.9210495558672277
4,4,0.9593175853018373,0.927461139896373,0.919983416252073
