metric,test_auc,test_f1,test_acc,val_auc
mean,0.9547244094488189,0.9023851803193935,0.9108808290155441,0.9479837747554283
std,0.017973107744295874,0.022873978312816526,0.021588255602072167,0.024548513885794255
