,folds,test_auc,test_acc,test_f1
0,0,0.9846117424242424,0.9226804123711341,0.9153749963649054
1,1,0.9534801136363635,0.9072164948453608,0.8958855098389982
2,2,0.9808438124338935,0.9587628865979382,0.953726893261777
3,3,0.9737532808398951,0.9430051813471503,0.9359635628751546
4,4,0.9634931997136722,0.9119170984455959,0.9002523333231995
