fold,alpha,auc,accuracy,macro_f1,is_best_auc,is_best_accuracy,is_best_macro_f1
0,0.0,0.8699100378787878,0.8195876288659794,0.7898288296653976,False,False,False
0,0.1,0.9447206439393939,0.8814432989690721,0.8642737642585552,False,False,False
0,0.2,0.9635416666666666,0.9020618556701031,0.8887983829607506,False,False,False
0,0.30000000000000004,0.96875,0.9072164948453608,0.8958855098389982,False,False,False
0,0.4,0.9698153409090909,0.9278350515463918,0.9190220632081098,True,False,False
0,0.5,0.96875,0.9329896907216495,0.9245158780042502,False,True,False
0,0.6000000000000001,0.9662642045454546,0.9329896907216495,0.9256376234704408,False,True,True
0,0.7000000000000001,0.9641335227272727,0.9329896907216495,0.9256376234704408,False,True,True
0,0.8,0.962121212121212,0.9278350515463918,0.9202021389117405,False,False,False
0,0.9,0.9595170454545454,0.9278350515463918,0.9202021389117405,False,False,False
0,1.0,0.9584517045454546,0.9278350515463918,0.9207516339869282,False,False,False
