fold,mode,auc,accuracy,macro_f1
1,low,0.9193794805500058,0.7989690721649485,0.7281839410813724
1,high,0.9603948760136327,0.9329896907216495,0.9261601522471088
1,dual,0.9720296157010224,0.9587628865979382,0.9544012222352802
