fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.9773910984848485,0.9329896907216495,0.9245158780042502,0.9566761363636364,0.9278350515463918
2,0.9517045454545454,0.9072164948453608,0.8942202835332607,0.9847220589963568,0.9587628865979382
