fold,run,shuffle_seed,n_slides,auc,accuracy,macro_f1,delta_auc,delta_accuracy,delta_macro_f1,mean_absolute_probability_change,changed_prediction_count
0,normal,,194,0.9698153409090909,0.9432989690721649,0.937077989090373,0.0,0.0,0.0,0.0,0
0,context_shuffle,0,194,0.9700520833333334,0.9432989690721649,0.937077989090373,0.00023674242424243097,0.0,0.0,0.0008155398357733191,0
0,context_shuffle,1,194,0.9700520833333334,0.9432989690721649,0.937077989090373,0.00023674242424243097,0.0,0.0,0.0008847885340655593,0
0,context_shuffle,2,194,0.9700520833333334,0.9432989690721649,0.937077989090373,0.00023674242424243097,0.0,0.0,0.0008946413894498797,0
0,context_shuffle,3,194,0.9699337121212122,0.9432989690721649,0.937077989090373,0.00011837121212121549,0.0,0.0,0.00090881034490741,0
0,context_shuffle,4,194,0.9699337121212122,0.9432989690721649,0.937077989090373,0.00011837121212121549,0.0,0.0,0.000908665700670277,0
