fold,summary,auc,accuracy,macro_f1,delta_auc,delta_accuracy,delta_macro_f1,mean_absolute_probability_change,changed_prediction_count
0,normal,0.9698153409090909,0.9432989690721649,0.937077989090373,0.0,0.0,0.0,0.0,0.0
0,shuffle_mean,0.9700047348484848,0.9432989690721649,0.937077989090373,0.0001893939393939448,0.0,0.0,0.000882489160973289,0.0
0,shuffle_std,5.7989813986345825e-05,0.0,0.0,5.7989813986345825e-05,0.0,0.0,3.467907689803136e-05,0.0
