,folds,test_auc,test_acc,test_f1
0,0,0.9384469696969697,0.9020618556701031,0.8896770524677502
1,1,0.8828125,0.8092783505154639,0.7973861743867672
2,2,0.9591021271594782,0.8865979381443299,0.8736979166666667
3,3,0.9078978764018135,0.8290155440414508,0.7995467850061373
4,4,0.9214984490575042,0.8549222797927462,0.8322155986090412
