fold,summary,valid_low_parent_count,pair_sample_count,within_slide_cosine_mean,within_slide_cosine_std,within_slide_cosine_min,within_slide_cosine_max,low_feature_variance,low_feature_dispersion
0,mean,213.159793814433,1014.6185567010309,0.789171381709502,0.08944523365227218,0.46582903689944866,0.9623145163059235,2.5713581006551527,1316.5353399846972
0,std,94.53669026437859,73.36983611488537,0.027578607573819473,0.017854303502868308,0.11649861549635004,0.010490247192857217,0.3155758875050641,161.5748566437089
