fold,mode,n_slides,auc,accuracy,macro_f1,delta_auc,delta_accuracy,delta_macro_f1,mean_absolute_probability_change,changed_prediction_count
0,normal,194,0.9698153409090909,0.9432989690721649,0.937077989090373,0.0,0.0,0.0,0.0,0
0,context_mean,194,0.9700520833333334,0.9432989690721649,0.937077989090373,0.00023674242424243097,0.0,0.0,0.0008433375891735119,0
0,residual_off,194,0.9698153409090909,0.9432989690721649,0.937077989090373,0.0,0.0,0.0,0.001289666215493221,0
