fold,slide_id,valid_low_parent_count,pair_sample_count,pair_sampling_seed,within_slide_cosine_mean,within_slide_cosine_std,within_slide_cosine_min,within_slide_cosine_max,low_feature_variance,low_feature_dispersion
0,2461703-B3,253,1024,337,0.8236780762672424,0.08454453945159912,0.35620465874671936,0.9731592535972595,2.27455997467041,1164.57470703125
0,2461861-B2,62,1024,338,0.7984673976898193,0.0715106874704361,0.6160719394683838,0.9532511830329895,2.3773794174194336,1217.21826171875
0,2462885-B2,272,1024,339,0.7885420322418213,0.12120407819747925,0.2623317539691925,0.9680280685424805,2.6034226417541504,1332.952392578125
0,2462987-B2,139,1024,340,0.855713963508606,0.07440806180238724,0.5833873748779297,0.98175048828125,1.8545655012130737,949.5375366210938
0,2463135-B,307,1024,341,0.8010324239730835,0.07908981293439865,0.580280065536499,0.9683739542961121,2.5217957496643066,1291.1595458984375
0,2463187-B2,110,1024,342,0.807449996471405,0.07305680960416794,0.5573455691337585,0.9621667861938477,2.3781635761260986,1217.6197509765625
0,2463404-B2,217,1024,343,0.7591148018836975,0.13111631572246552,0.21379828453063965,0.9665789008140564,2.9983484745025635,1535.1544189453125
0,2463643-B,241,1024,344,0.7800430059432983,0.085617795586586,0.5151010155677795,0.9513460397720337,2.6827516555786133,1373.5687255859375
0,2464438-B5,98,1024,345,0.8324042558670044,0.06692931801080704,0.6291216015815735,0.9670861959457397,2.093186378479004,1071.7113037109375
0,2464929-B,291,1024,346,0.7634745240211487,0.11097753047943115,0.3475739657878876,0.9537936449050903,2.988626003265381,1530.1766357421875
0,2465263-B2,163,1024,347,0.8048506379127502,0.07640133053064346,0.5405510067939758,0.9691594839096069,2.3994433879852295,1228.5150146484375
0,2465636-B,230,1024,348,0.7660968899726868,0.10793118178844452,0.3310931622982025,0.9505465626716614,2.9552266597747803,1513.0760498046875
0,2465989-B2,205,1024,349,0.8111597895622253,0.06884723156690598,0.5409393906593323,0.9508345127105713,2.3407111167907715,1198.4439697265625
0,2466580-B5,102,1024,350,0.8266664743423462,0.05769428610801697,0.6387993097305298,0.9544914364814758,2.182809591293335,1117.5986328125
0,2466581-B1,300,1024,351,0.7860475778579712,0.09279219806194305,0.46694353222846985,0.9553419947624207,2.739291191101074,1402.51708984375
0,2466866-B,206,1024,352,0.7954488396644592,0.10648355633020401,0.3505585193634033,0.9616294503211975,2.4838054180145264,1271.7083740234375
0,2466884-B2,136,1024,353,0.7485938668251038,0.08552820980548859,0.48122116923332214,0.9572130441665649,2.8616247177124023,1465.15185546875
0,2466899-B2,218,1024,354,0.7646430134773254,0.11986274272203445,0.2676292359828949,0.9739738702774048,2.830597162246704,1449.265625
0,2468698-B2,276,1024,355,0.8003804087638855,0.08637631684541702,0.48124992847442627,0.9640060663223267,2.3309969902038574,1193.470458984375
0,2469024-B,115,1024,356,0.7625135779380798,0.07583037763834,0.482808917760849,0.9396328926086426,2.7319698333740234,1398.7684326171875
0,2469505-B2,252,1024,357,0.800020158290863,0.0989995002746582,0.4130110740661621,0.965347170829773,2.440856456756592,1249.718505859375
0,2469969-B2,176,1024,358,0.7770299911499023,0.08283231407403946,0.5576480627059937,0.9729369878768921,2.742840528488159,1404.33447265625
0,2470260-B,287,1024,359,0.823431134223938,0.10397015511989594,0.2954825460910797,0.9581348299980164,2.29372239112854,1174.3857421875
0,2471072-B2,263,1024,360,0.7903425097465515,0.08160711824893951,0.5148879885673523,0.9448041319847107,2.699241876602173,1382.0118408203125
0,2472465-B2,249,1024,361,0.758916974067688,0.12054502964019775,0.29278841614723206,0.9653142690658569,2.9850940704345703,1528.3681640625
0,2472471-B2,190,1024,362,0.8219206929206848,0.07354510575532913,0.5937489867210388,0.9724070429801941,2.2364656925201416,1145.070556640625
0,2473272-B3,247,1024,363,0.8207873702049255,0.07915284484624863,0.4038744568824768,0.9701170325279236,2.3193933963775635,1187.5294189453125
0,2473394-B2,295,1024,364,0.7818886637687683,0.11316068470478058,0.3240727484226227,0.9757835865020752,2.6487326622009277,1356.1512451171875
0,2474124-B2,209,1024,365,0.8309912085533142,0.08594898134469986,0.3377900719642639,0.9767455458641052,2.1590938568115234,1105.4559326171875
0,2474718-B4,154,1024,366,0.8091775178909302,0.06623129546642303,0.5634508728981018,0.9476374983787537,2.3801357746124268,1218.6295166015625
0,2475159-B,178,1024,367,0.7813854217529297,0.0795384868979454,0.5129134058952332,0.9462956786155701,2.7069153785705566,1385.940673828125
0,2476250-B2,79,1024,368,0.7831913232803345,0.08467023074626923,0.527472734451294,0.9623830318450928,2.606203556060791,1334.376220703125
0,2476295-B3,249,1024,369,0.7803959250450134,0.1141037866473198,0.27933797240257263,0.9632925987243652,2.6835217475891113,1373.963134765625
0,2476681-B2,172,1024,370,0.7961001992225647,0.0836445614695549,0.5169197916984558,0.952791690826416,2.619800567626953,1341.337890625
0,2476856-B2,260,1024,371,0.755034863948822,0.13834431767463684,0.18128520250320435,0.961398184299469,2.9053432941436768,1487.5357666015625
0,2477285-B2,221,1024,372,0.8252156972885132,0.0821165144443512,0.5776870846748352,0.9616313576698303,2.136312484741211,1093.7919921875
0,2477299-B2,396,1024,373,0.8262835741043091,0.08245979994535446,0.3575439453125,0.9667495489120483,2.233910083770752,1143.761962890625
0,2477473-B2,280,1024,374,0.7425108551979065,0.08237509429454803,0.4795331656932831,0.9457589387893677,2.940610647201538,1505.5926513671875
0,2477941-B2,272,1024,375,0.7521003484725952,0.1124718114733696,0.3720290958881378,0.9716946482658386,3.117445945739746,1596.13232421875
0,2481723-B2,214,1024,376,0.7803374528884888,0.07627314329147339,0.5073895454406738,0.9536103010177612,2.6142685413360596,1338.5054931640625
0,2482461-B2,266,1024,377,0.7851048111915588,0.07788044959306717,0.5129052400588989,0.9687805771827698,2.643832206726074,1353.6422119140625
0,2482962-B2,105,1024,378,0.7988852858543396,0.1396891474723816,0.3312734365463257,0.9702389240264893,2.555654287338257,1308.4951171875
0,2483014-B4,281,1024,379,0.8087924718856812,0.07509084790945053,0.5506317019462585,0.9613337516784668,2.4235923290252686,1240.8792724609375
0,2483215-B5,228,1024,380,0.8026459217071533,0.07899157702922821,0.5598390102386475,0.9744904637336731,2.3866934776306152,1221.9873046875
0,2483220-B1,286,1024,381,0.7474875450134277,0.12062812596559525,0.22832146286964417,0.9577709436416626,2.9270095825195312,1498.6290283203125
