slide_id,low_count,high_count,low_with_child_count,low_with_child_ratio,low_no_child_count,low_child_count_mean,low_child_count_median,low_child_count_min,low_child_count_max,low_16_child_count,low_16_child_ratio,high_with_parent_count,high_with_parent_ratio,high_no_parent_count,high_multi_parent_count,high_parent_count_max,high_center_inside_total,high_fully_inside_total,high_overlap_total,low_w,low_h,high_w,high_h,fov_ratio_x,fov_ratio_y
2463351-B4,175,2436,175,1.0,0,26.742857142857144,29.0,8,36,2,0.011428571428571429,2381,0.9774220032840722,55,1495,4,2180,2175,4680,4096.40909649662,4096.513213049025,1024.0078665150725,1024.0349886104784,4.000368776889982,4.000364497904137
2463370-B2,192,2726,192,1.0,0,25.083333333333332,30.0,6,30,7,0.036458333333333336,2689,0.9864269992663243,37,1552,5,2636,2626,4816,4096.37879161529,4096.299765807962,1024.0,1024.014987412915,4.000369913686806,4.00023419203747
2463379-B4,153,2079,153,1.0,0,26.522875816993466,28.0,7,36,6,0.0392156862745098,2035,0.9788359788359788,44,1310,4,1907,1906,4058,4096.476595744681,4096.547658664132,1024.0170195791643,1024.015210932858,4.000398936170213,4.000475398145947
2463404-B2,217,2935,217,1.0,0,22.94009216589862,25.0,2,30,5,0.02304147465437788,2856,0.9730834752981261,79,1565,4,2748,2748,4978,4096.328029898558,4096.742315870868,1024.0,1024.0371104131432,4.000320341697811,4.000579934274116
2463643-B,241,3440,241,1.0,0,27.800829875518673,30.0,4,36,8,0.03319502074688797,3333,0.9688953488372093,107,2163,5,3124,3088,6700,4096.232024169184,4096.382578992314,1024.0064447912996,1024.040988418637,4.000201409869083,4.0002134927412465
2463647-B2,204,2934,204,1.0,0,29.147058823529413,33.0,6,36,2,0.00980392156862745,2894,0.9863667348329925,40,1947,5,2764,2751,5946,4096.370136698212,4096.299765807962,1024.0252349346126,1024.014987412915,4.000262881177707,4.00023419203747
2463656-B2,157,2076,157,1.0,0,25.21656050955414,26.0,5,36,6,0.03821656050955414,2001,0.9638728323699421,75,1270,4,1890,1870,3959,4096.068651112899,4096.790646371057,1024.0171627782247,1024.0282326992005,4.0,4.00066181336863
2463720-B7,207,3024,207,1.0,0,20.019323671497585,23.0,4,24,7,0.033816425120772944,2935,0.970568783068783,89,1209,2,2830,2830,4144,4096.0,4096.108428631936,1024.0,1024.027107157984,4.0,4.0
2464404-B5,207,2935,207,1.0,0,20.28985507246377,23.0,2,25,9,0.043478260869565216,2835,0.9659284497444633,100,1078,4,2737,2734,4200,4096.124332200097,4096.474074074074,1024.0,1024.0,4.000121418164158,4.000462962962963
2464438-B5,98,1244,98,1.0,0,21.857142857142858,24.0,4,30,2,0.02040816326530612,1219,0.979903536977492,25,694,4,1177,1177,2142,4096.178055990263,4096.42850310856,1024.0,1024.045908302947,4.000173882802991,4.000239120038258
2464443-B,254,3687,254,1.0,0,29.716535433070867,33.0,6,36,4,0.015748031496062992,3640,0.9872525088147546,47,2454,5,3496,3479,7548,4096.09787179814,4096.150264136177,1024.024467949535,1024.0375660340442,4.0,4.0
2464548-B,337,4999,337,1.0,0,26.002967359050444,30.0,8,30,5,0.01483679525222552,4916,0.9833966793358672,83,2804,4,4776,4769,8763,4096.180918727915,4096.3949093713845,1024.0193836601802,1024.0,4.00010095911156,4.000385653682993
2464690-B2,244,3451,244,1.0,0,19.82377049180328,23.0,3,24,5,0.020491803278688523,3373,0.9773978556940017,78,1464,2,3290,3289,4837,4096.0,4096.150264136177,1024.0,1024.0375660340442,4.0,4.0
2464812-B3,254,3682,254,1.0,0,20.34251968503937,23.0,5,24,6,0.023622047244094488,3579,0.9720260727865291,103,1572,4,3497,3481,5167,4096.247342995169,4096.0,1024.0068702699803,1024.0,4.000214707461083,4.0
2464817-B,265,3919,265,1.0,0,31.064150943396225,36.0,6,36,2,0.007547169811320755,3858,0.9844348047971422,61,2717,4,3743,3743,8232,4096.089302325581,4096.513213049025,1024.0223255813953,1024.0349886104784,4.0,4.000364497904137
2464879-B2,268,3955,268,1.0,0,29.94402985074627,34.0,8,36,7,0.026119402985074626,3886,0.9825537294563843,69,2610,4,3681,3679,8025,4096.337285902503,4096.153661464586,1024.006485774366,1024.0384153661464,4.000304043782305,4.0
2464929-B,291,4295,291,1.0,0,21.017182130584192,24.0,3,25,3,0.010309278350515464,4217,0.9818393480791618,78,1894,3,4125,4123,6116,4096.0,4096.513213049025,1024.0,1024.0349886104784,4.0,4.000364497904137
2464943-B2,323,4501,323,1.0,0,28.492260061919506,32.0,6,36,5,0.015479876160990712,4449,0.988447011775161,52,2997,4,4241,4237,9203,4096.318294849023,4096.329684481649,1024.011366916058,1024.0274722326556,4.000266429840142,4.000214638334406
2465202-B3,269,3876,269,1.0,0,28.42007434944238,31.0,7,36,5,0.01858736059479554,3780,0.9752321981424149,96,2469,4,3550,3550,7645,4096.272235112142,4096.94674556213,1024.0185605877518,1024.0473285265298,4.000193348801237,4.000739644970414
