slide_id,low_count,high_count,low_with_child_count,low_with_child_ratio,low_no_child_count,low_child_count_mean,low_child_count_median,low_child_count_min,low_child_count_max,low_16_child_count,low_16_child_ratio,high_with_parent_count,high_with_parent_ratio,high_no_parent_count,high_multi_parent_count,high_parent_count_max,high_center_inside_total,high_fully_inside_total,high_overlap_total,low_w,low_h,high_w,high_h,fov_ratio_x,fov_ratio_y
2474718-B4,154,2123,154,1.0,0,22.948051948051948,25.0,3,30,1,0.006493506493506494,2077,0.9783325482807348,46,1097,4,1974,1955,3534,4096.2008893539105,4096.721634954193,1024.01674023214,1024.0,4.000130787339786,4.000704721634954
2474721-B,309,4548,309,1.0,0,26.07766990291262,30.0,2,30,5,0.016181229773462782,4468,0.9824098504837291,80,2610,4,4366,4365,8058,4096.243114909782,4096.421823507872,1024.0,1024.0117162471395,4.000237416904084,4.000366166239473
2474739-B2,315,4727,315,1.0,0,26.355555555555554,30.0,4,30,4,0.012698412698412698,4668,0.9875185106833086,59,2660,4,4524,4524,8302,4096.369736695922,4096.199376947041,1024.0071097286639,1024.0,4.00033329630041,4.000194704049845
2474901-B,250,3626,250,1.0,0,30.304,36.0,8,36,5,0.02,3584,0.9884169884169884,42,2493,4,3467,3460,7576,4096.456545000595,4096.571046174437,1024.0228252147294,1024.028549124568,4.000356675781714,4.000446129823779
2475011-B2,183,2646,183,1.0,0,29.6775956284153,33.0,9,36,4,0.02185792349726776,2616,0.9886621315192744,30,1776,4,2490,2485,5431,4096.03621445749,4096.268231349539,1024.0090536143725,1024.013410864896,4.0,4.000209555741827
2475022-B,224,3274,224,1.0,0,25.616071428571427,29.0,5,30,2,0.008928571428571428,3229,0.9862553451435553,45,1826,4,3134,3134,5738,4096.06432160804,4096.583919406957,1024.01608040201,1024.0,4.0,4.000570233795856
2475126-B2,231,3334,231,1.0,0,28.242424242424242,30.0,5,36,3,0.012987012987012988,3241,0.9721055788842231,93,2108,4,3037,3016,6524,4096.381682641108,4096.098009188361,1024.0136304342038,1024.0245022970903,4.000319488817891,4.0
2475159-B,178,2588,178,1.0,0,30.679775280898877,34.0,9,36,2,0.011235955056179775,2583,0.9980680061823802,5,1806,4,2516,2516,5461,4096.367393800229,4096.111087003688,1024.0183683719595,1024.027771750922,4.000287026406429,4.0
2475184-B2,243,3242,243,1.0,0,27.156378600823047,29.0,6,36,4,0.01646090534979424,3198,0.986428130783467,44,2168,4,3056,3041,6599,4096.170484816196,4096.742315870868,1024.0085239569808,1024.0371104131432,4.000133191262653,4.000579934274116
2475349-B2,132,1861,132,1.0,0,22.65909090909091,25.0,2,30,5,0.03787878787878788,1773,0.9527135948414831,88,900,4,1654,1653,2991,4096.322750716332,4096.376678315248,1024.022004469658,1024.0,4.00022922636103,4.000367849917234
2476242-B2,240,3500,240,1.0,0,30.383333333333333,34.5,5,36,1,0.004166666666666667,3462,0.9891428571428571,38,2397,4,3322,3322,7292,4096.198252019029,4096.678017404464,1024.0212407002793,1024.0242114720763,4.000110631707047,4.000567536889898
2476250-B2,79,1047,79,1.0,0,17.810126582278482,18.0,3,24,6,0.0759493670886076,1003,0.9579751671442216,44,404,2,964,964,1407,4096.331845023765,4096.0,1024.0092172535465,1024.0,4.000288059916462,4.0
2476252-B2,120,1594,120,1.0,0,27.558333333333334,32.0,5,36,4,0.03333333333333333,1577,0.9893350062735258,17,1091,4,1530,1530,3307,4096.069707283867,4096.94674556213,1024.0174268209666,1024.0473285265298,4.0,4.000739644970414
2476295-B3,249,3732,249,1.0,0,26.301204819277107,30.0,6,30,4,0.01606425702811245,3655,0.9793676312968917,77,2116,4,3561,3561,6549,4096.120655119595,4096.052947259565,1024.0,1024.0132368148913,4.000117827265229,4.0
2476358-B2,212,3078,212,1.0,0,20.382075471698112,24.0,6,24,9,0.04245283018867924,3008,0.9772579597141,70,1306,4,2945,2919,4321,4096.436001572121,4096.0,1024.0083838218438,1024.0,4.00039303026333,4.0
2476376-B2,262,3675,262,1.0,0,19.3206106870229,22.0,3,24,5,0.019083969465648856,3551,0.9662585034013605,124,1511,2,3430,3429,5062,4096.079036739735,4096.0,1024.0197591849337,1024.0,4.0,4.0
2476391-B2,154,2214,154,1.0,0,24.636363636363637,28.0,4,30,1,0.006493506493506494,2173,0.9814814814814815,41,1187,4,2083,2083,3794,4096.091987064319,4096.503317768494,1024.0229967660798,1024.0,4.0,4.0004915212582945
2476681-B2,172,2291,172,1.0,0,23.00581395348837,26.0,6,30,4,0.023255813953488372,2224,0.9707551287647316,67,1265,4,2176,2174,3957,4096.159800249688,4096.681455190772,1024.007989763116,1024.0,4.000124843945068,4.000665483584738
2476750-B,320,4596,320,1.0,0,25.534375,29.0,5,30,8,0.025,4547,0.9893385552654482,49,2648,4,4448,4448,8171,4096.332935948846,4096.513213049025,1024.0,1024.0349886104784,4.000325132762545,4.000364497904137
2476834-B3,303,4328,303,1.0,0,30.082508250825082,34.0,8,36,4,0.013201320132013201,4260,0.9842883548983364,68,3010,4,4168,4161,9115,4096.091987064319,4096.513213049025,1024.0229967660798,1024.0349886104784,4.0,4.000364497904137
2476856-B2,260,3535,260,1.0,0,28.057692307692307,32.0,1,36,3,0.011538461538461539,3478,0.9838755304101838,57,2394,4,3366,3359,7295,4096.289658293732,4096.513213049025,1024.014482095378,1024.0349886104784,4.000226295541979,4.000364497904137
2476983-B,181,2273,181,1.0,0,21.204419889502763,22.0,3,30,11,0.06077348066298342,2229,0.9806423229212494,44,1196,5,2188,2150,3838,4096.236080691642,4096.102955962196,1024.0,1024.025738990549,4.000230547550432,4.0
2476984-B2,79,1070,79,1.0,0,23.354430379746834,26.0,6,30,2,0.02531645569620253,1059,0.9897196261682243,11,582,4,1030,1030,1845,4096.519044170891,4096.517694641052,1024.0185352785722,1024.0,4.000434467776973,4.000505561172902
2477039-B,247,3531,247,1.0,0,25.60728744939271,30.0,6,30,2,0.008097165991902834,3507,0.9932030586236194,24,2045,4,3430,3430,6325,4096.1989508451525,4096.513213049025,1024.0,1024.0349886104784,4.000194287934719,4.000364497904137
2477053-B3,396,5849,396,1.0,0,31.876262626262626,36.0,4,36,4,0.010101010101010102,5845,0.9993161224140878,4,4175,4,5727,5727,12623,4096.34608985025,4096.513213049025,1024.0066550549823,1024.0349886104784,4.000311980033278,4.000364497904137
2477058-B2,224,3382,224,1.0,0,22.044642857142858,25.0,4,25,6,0.026785714285714284,3304,0.976936723832052,78,1293,4,3232,3232,4938,4096.27097115639,4096.195084778053,1024.0,1024.0,4.000264620269912,4.000190512478567
2477118-B3,221,3195,221,1.0,0,30.918552036199095,36.0,9,36,3,0.013574660633484163,3186,0.9971830985915493,9,2262,4,3115,3115,6833,4096.307101727447,4096.577996715928,1024.0153541654172,1024.0394048229862,4.000239923224568,4.000410509031199
2477118-B4,167,2364,167,1.0,0,21.335329341317365,25.0,3,25,6,0.03592814371257485,2348,0.9932318104906938,16,957,4,2321,2319,3563,4096.439296439296,4096.613173652695,1024.0,1024.0,4.000429000429,4.00059880239521
2477189-B2,291,4316,291,1.0,0,31.738831615120276,36.0,4,36,3,0.010309278350515464,4301,0.9965245597775718,15,3051,4,4212,4212,9236,4096.433216487369,4096.513213049025,1024.0154706148965,1024.0349886104784,4.000362625407954,4.000364497904137
2477189-B3,129,1775,129,1.0,0,28.503875968992247,31.0,9,36,7,0.05426356589147287,1757,0.9898591549295774,18,1215,4,1693,1693,3677,4096.376974564926,4096.327700972863,1024.0257010909577,1024.016384,4.000267737617135,4.000256016385049
2477274-B3,127,1675,127,1.0,0,22.362204724409448,24.0,5,30,4,0.031496062992125984,1651,0.9856716417910448,24,891,4,1583,1583,2840,4096.424075096632,4096.513213049025,1024.0,1024.0349886104784,4.000414135836555,4.000364497904137
2477285-B2,221,3146,221,1.0,0,25.11764705882353,29.0,6,30,3,0.013574660633484163,3122,0.9923712650985378,24,1760,4,3041,3034,5551,4096.485522822101,4096.571641235579,1024.024273839249,1024.0,4.000379314704767,4.00055824339412
2477299-B2,396,5990,396,1.0,0,31.565656565656564,36.0,8,36,3,0.007575757575757576,5866,0.9792988313856428,124,4101,5,5711,5700,12500,4096.024837489085,4096.513213049025,1024.0062093722713,1024.0349886104784,4.0,4.000364497904137
2477473-B2,280,4199,280,1.0,0,25.325,30.0,4,30,7,0.025,4058,0.9664205763276971,141,2239,4,3890,3890,7091,4096.182878914156,4096.599648643373,1024.0152394559038,1024.0,4.00011906179307,4.000585594378294
2477476-B2,313,4584,313,1.0,0,25.792332268370608,30.0,2,30,3,0.009584664536741214,4529,0.9880017452006981,55,2591,4,4410,4410,8073,4096.286001564071,4096.583919406957,1024.0142992794504,1024.0,4.00022343872193,4.000570233795856
2477541-B2,141,1847,141,1.0,0,19.120567375886523,21.0,1,25,3,0.02127659574468085,1805,0.9772604223064428,42,705,4,1769,1769,2696,4096.25058118194,4096.843492586491,1024.0,1024.0,4.000244708185488,4.000823723228995
2477577-B3,254,3569,254,1.0,0,28.484251968503937,30.5,7,36,6,0.023622047244094488,3521,0.9865508545811151,48,2357,4,3349,3348,7235,4096.026413536938,4096.513213049025,1024.0066033842345,1024.0349886104784,4.0,4.000364497904137
2477668-B3,316,4604,316,1.0,0,21.5,25.0,1,25,5,0.015822784810126583,4514,0.9804517810599479,90,1802,4,4439,4439,6794,4096.220452099031,4096.583919406957,1024.0,1024.0,4.00021528525296,4.000570233795856
2477670-B2,262,3685,262,1.0,0,29.057251908396946,34.5,7,36,1,0.003816793893129771,3640,0.9877883310719131,45,2494,4,3486,3485,7613,4096.380342857143,4096.711817279047,1024.0073136588292,1024.025418259445,4.000342857142857,4.000595829195631
2477695-B2,305,4519,305,1.0,0,21.557377049180328,24.0,6,24,3,0.009836065573770493,4463,0.9876078778490817,56,2112,2,4412,4412,6575,4096.0,4096.513213049025,1024.0,1024.0349886104784,4.0,4.000364497904137
2477809-B3,202,3004,202,1.0,0,30.574257425742573,34.0,10,36,4,0.019801980198019802,2968,0.9880159786950732,36,2014,4,2835,2835,6176,4096.182700542392,4096.150264136177,1024.0091347011596,1024.0375660340442,4.000142734798744,4.0
2477814-B5,143,2119,143,1.0,0,30.804195804195803,34.0,11,36,2,0.013986013986013986,2114,0.9976403964134025,5,1444,4,2048,2048,4405,4096.492560287327,4097.162579473206,1024.0246256453008,1024.0581157775255,4.000384812724475,4.000908265213443
2477941-B2,272,3942,272,1.0,0,31.011029411764707,36.0,5,36,3,0.011029411764705883,3933,0.997716894977169,9,2779,4,3842,3842,8435,4096.1442091031995,4096.464516129032,1024.0072102520771,1024.0129019252092,4.000112663361874,4.000403225806451
2477949-B2,188,2718,188,1.0,0,25.377659574468087,28.5,5,30,4,0.02127659574468085,2688,0.9889624724061811,30,1518,4,2622,2622,4771,4096.450826334327,4096.645513763396,1024.0086688564559,1024.0,4.0004063939311845,4.000630384534566
2477977-B3,192,2568,192,1.0,0,26.307291666666668,29.0,6,36,4,0.020833333333333332,2517,0.9801401869158879,51,1636,4,2337,2337,5051,4096.209909804381,4096.055846422339,1024.0224896775894,1024.0139616055847,4.000117137167623,4.0
2478091-B4,273,4055,273,1.0,0,27.043956043956044,30.0,4,30,1,0.003663003663003663,4047,0.9980271270036991,8,2430,4,4014,4014,7383,4096.124332200097,4096.442141623489,1024.0,1024.0122805334356,4.000121418164158,4.000383803492612
2481696-B4,181,2513,181,1.0,0,28.54696132596685,32.0,9,36,4,0.022099447513812154,2492,0.9916434540389972,21,1690,4,2391,2387,5167,4096.476595744681,4096.348457350272,1024.0170195791643,1024.0290364657176,4.000398936170213,4.000226860254084
2481703-B2,237,3370,237,1.0,0,17.168776371308017,20.0,2,20,7,0.029535864978902954,3316,0.9839762611275964,54,753,2,3293,3293,4069,4096.2540942928035,4096.0,1024.0,1024.0,4.000248138957816,4.0
2481723-B2,214,3045,214,1.0,0,28.088785046728972,30.0,7,36,4,0.018691588785046728,2922,0.9596059113300492,123,1960,4,2771,2771,6011,4096.294252873563,4096.557006092254,1024.0147117981726,1024.0278472751006,4.000229885057471,4.000435161009573
2481750-B2,248,3545,248,1.0,0,29.762096774193548,33.0,4,36,8,0.03225806451612903,3513,0.9909732016925247,32,2425,4,3388,3388,7381,4096.298125072784,4096.464516129032,1024.0149053857351,1024.0129019252092,4.0002329102131124,4.000403225806451
2482055-B2,332,4895,332,1.0,0,29.27710843373494,33.0,6,36,5,0.015060240963855422,4787,0.9779366700715015,108,3145,4,4504,4483,9720,4096.250832843425,4096.513213049025,1024.0125410277765,1024.0349886104784,4.000195963158926,4.000364497904137
2482056-B4,223,3063,223,1.0,0,19.12556053811659,21.0,3,25,4,0.017937219730941704,2896,0.9454782892588965,167,1093,4,2803,2790,4265,4096.217225286381,4096.474074074074,1024.0,1024.0,4.0002121340687316,4.000462962962963
2482056-B9,187,2621,187,1.0,0,23.545454545454547,26.0,3,30,5,0.026737967914438502,2550,0.972911102632583,71,1370,4,2417,2417,4403,4096.261431975491,4096.3949093713845,1024.0072615873376,1024.0,4.000226937478725,4.000385653682993
2482461-B2,266,3947,266,1.0,0,31.763157894736842,36.0,10,36,2,0.007518796992481203,3917,0.9923992906004561,30,2795,4,3850,3850,8449,4096.298125072784,4096.5021577089055,1024.0149053857351,1024.0251054231637,4.0002329102131124,4.000392310710082
2482483-B2,339,4942,339,1.0,0,31.42772861356932,36.0,9,36,4,0.011799410029498525,4937,0.9989882638607851,5,3540,4,4846,4846,10654,4096.430831369909,4096.513213049025,1024.021539755995,1024.0349886104784,4.000336587007741,4.000364497904137
2482607-B,251,3517,251,1.0,0,19.61354581673307,23.0,2,24,7,0.027888446215139442,3428,0.9746943417685527,89,1493,3,3352,3346,4923,4096.0,4096.40424092037,1024.0,1024.0433090847573,4.0,4.000225580870742
2482886-B2,299,4097,299,1.0,0,28.270903010033443,30.0,6,36,3,0.010033444816053512,4049,0.9882841103246278,48,2769,4,3918,3913,8453,4096.408433048433,4096.513213049025,1024.0145856479503,1024.0349886104784,4.00034188034188,4.000364497904137
2482896-B2,143,1878,143,1.0,0,26.60839160839161,29.0,5,36,7,0.04895104895104895,1848,0.9840255591054313,30,1239,5,1814,1787,3805,4096.33231059712,4096.464516129032,1024.0226562039059,1024.0129019252092,4.000236016049091,4.000403225806451
2482947-B2,148,2208,148,1.0,0,25.324324324324323,28.0,5,30,4,0.02702702702702703,2173,0.9841485507246377,35,1174,4,2065,2065,3748,4096.337597257022,4096.233629933835,1024.0168787499176,1024.0,4.000263747857049,4.000228154232261
2482952-B2,235,3325,235,1.0,0,30.119148936170212,34.0,7,36,7,0.029787234042553193,3311,0.9957894736842106,14,2343,4,3236,3236,7078,4096.027856365615,4096.513213049025,1024.0069640914037,1024.0349886104784,4.0,4.000364497904137
2482956-B,100,1329,100,1.0,0,26.63,28.5,3,36,1,0.01,1324,0.9962377727614747,5,865,4,1255,1255,2663,4096.350205198359,4096.455863647927,1024.0067341838749,1024.0488394276629,4.000315689782174,4.000254388196388
2482957-B2,143,2109,143,1.0,0,30.34965034965035,35.0,9,36,2,0.013986013986013986,2087,0.9895685158843054,22,1426,4,2002,2002,4340,4096.466694713224,4096.059081467805,1024.0089739544992,1024.0147703669513,4.000420698359276,4.0
2482962-B2,105,1333,105,1.0,0,22.228571428571428,22.0,2,36,6,0.05714285714285714,1275,0.9564891222805701,58,729,4,1126,1122,2334,4096.021465705182,4096.421823507872,1024.0053664262955,1024.0117162471395,4.0,4.000366166239473
2482964-B2,475,6988,475,1.0,0,31.08421052631579,35.0,6,36,3,0.00631578947368421,6947,0.9941327990841442,41,4881,4,6744,6744,14765,4096.233189797947,4096.513213049025,1024.0158986461308,1024.0349886104784,4.000165617754224,4.000364497904137
2482969-B,302,4318,302,1.0,0,29.94701986754967,35.0,5,36,4,0.013245033112582781,4281,0.991431218156554,37,2962,4,4151,4150,9044,4096.313725490196,4096.513213049025,1024.0213891828664,1024.0349886104784,4.000222816399287,4.000364497904137
2482992-B,236,3302,236,1.0,0,29.54237288135593,33.0,4,36,4,0.01694915254237288,3291,0.9966686856450636,11,2302,4,3206,3206,6972,4096.124951190941,4096.798502807236,1024.0062474070821,1024.0399189147045,4.000097618117922,4.000623830318154
2483014-B4,281,3930,281,1.0,0,24.505338078291814,29.0,5,30,9,0.03202846975088968,3850,0.9796437659033079,80,2221,4,3742,3740,6886,4096.286220068946,4096.513213049025,1024.0,1024.0349886104784,4.00027951178608,4.000364497904137
2483055-B2,270,3762,270,1.0,0,19.6,23.0,4,24,5,0.018518518518518517,3676,0.9771398192450824,86,1616,2,3594,3594,5292,4096.172191793985,4096.0,1024.0184486776045,1024.0,4.000096089170751,4.0
2483211-B2,288,4031,288,1.0,0,23.90277777777778,28.0,5,30,7,0.024305555555555556,3901,0.96774993798065,130,2179,4,3745,3745,6884,4096.030754444979,4096.199376947041,1024.0076886112447,1024.0,4.0,4.000194704049845
2483215-B5,228,3269,228,1.0,0,29.364035087719298,33.0,7,36,3,0.013157894736842105,3237,0.990211073722851,32,2207,4,3115,3115,6695,4096.420459877992,4096.237609058845,1024.0150151030823,1024.0118799016195,4.000351947442515,4.000185632077223
2483215-B6,315,4686,315,1.0,0,31.234920634920634,36.0,9,36,2,0.006349206349206349,4653,0.9929577464788732,33,3230,4,4501,4495,9839,4096.052085452696,4096.678017404464,1024.013021363174,1024.0242114720763,4.0,4.000567536889898
2483220-B1,286,3900,286,1.0,0,28.517482517482517,31.0,5,36,9,0.03146853146853147,3887,0.9966666666666667,13,2686,4,3756,3756,8156,4096.247342995169,4096.237609058845,1024.0068702699803,1024.0118799016195,4.000214707461083,4.000185632077223
2483363-B3,349,5012,349,1.0,0,25.389684813753583,29.0,1,30,9,0.025787965616045846,4917,0.9810454908220272,95,2866,4,4811,4787,8861,4096.32411901245,4096.237609058845,1024.0,1024.0118799016195,4.000316522473096,4.000185632077223
2483768-B4,148,1903,148,1.0,0,26.81756756756757,29.0,6,36,4,0.02702702702702703,1901,0.998949027850762,2,1321,4,1855,1853,3969,4096.071042042458,4096.060663507109,1024.0177605106146,1024.0151658767772,4.0,4.0
2483846-B,194,2766,194,1.0,0,20.49484536082474,24.0,5,24,1,0.005154639175257732,2727,0.9859002169197397,39,1249,2,2690,2690,3976,4096.0,4096.803088803089,1024.0,1024.0154412208215,4.0,4.000723938223938
2483862-B2,198,2674,198,1.0,0,27.828282828282827,30.0,9,36,4,0.020202020202020204,2646,0.9895287958115183,28,1809,4,2545,2537,5510,4096.159800249688,4096.513213049025,1024.007989763116,1024.0349886104784,4.000124843945068,4.000364497904137
2483868-B4,244,3630,244,1.0,0,31.278688524590162,36.0,8,36,0,0.0,3613,0.9953168044077135,17,2510,4,3494,3494,7632,4096.230215827338,4096.338177014531,1024.0246651893247,1024.0362315421994,4.000128468653648,4.000188714851858
2483961-B3,190,2652,190,1.0,0,24.710526315789473,28.0,5,30,6,0.031578947368421054,2631,0.9920814479638009,21,1510,4,2565,2565,4695,4096.170484816196,4096.448042003938,1024.0085239569808,1024.0,4.000133191262653,4.000437541019471
2483973-B1,300,4402,300,1.0,0,20.373333333333335,23.0,4,24,13,0.043333333333333335,4266,0.9691049522944116,136,1845,3,4151,4140,6112,4096.430831369909,4096.0,1024.021539755995,1024.0,4.000336587007741,4.0
2483993-B2,228,3420,228,1.0,0,31.214912280701753,36.0,10,36,4,0.017543859649122806,3387,0.9903508771929824,33,2324,4,3255,3254,7117,4096.403290740416,4096.513213049025,1024.0112015402117,1024.0349886104784,4.000350078767723,4.000364497904137
2484004-B2,309,4442,309,1.0,0,29.89644012944984,33.0,5,36,3,0.009708737864077669,4404,0.9914452949122017,38,3027,4,4226,4226,9238,4096.485522822101,4096.237609058845,1024.024273839249,1024.0118799016195,4.000379314704767,4.000185632077223
2484209-B2,393,5862,393,1.0,0,26.974554707379134,30.0,3,30,4,0.010178117048346057,5836,0.9955646537018082,26,3458,4,5761,5761,10601,4096.328029898558,4096.158024691358,1024.0,1024.0395061728395,4.000320341697811,4.0
2484220-B3,378,5652,378,1.0,0,32.18783068783069,36.0,10,36,4,0.010582010582010581,5639,0.9976999292285916,13,4034,4,5527,5527,12167,4096.18045112782,4096.513213049025,1024.0150371523393,1024.0349886104784,4.000117481203008,4.000364497904137
2484228-B,467,6897,467,1.0,0,31.89293361884368,36.0,6,36,3,0.006423982869379015,6886,0.9984051036682615,11,4932,4,6767,6767,14894,4096.170401597515,4096.513213049025,1024.0141997393016,1024.0349886104784,4.000110938540049,4.000364497904137
2484301-B2,254,3770,254,1.0,0,30.751968503937007,35.0,10,36,3,0.011811023622047244,3729,0.9891246684350132,41,2564,4,3609,3601,7811,4096.2336070916435,4096.478594129744,1024.0250285155614,1024.023927469857,4.000130361100247,4.000373901663862
2484312-B2,305,4562,305,1.0,0,32.324590163934424,36.0,10,36,3,0.009836065573770493,4561,0.9997807978956598,1,3268,4,4491,4491,9859,4096.18562253988,4096.283813747228,1024.019887614263,1024.0236500531203,4.000103584006629,4.000184774575018
2484463-B2,219,3250,219,1.0,0,21.39269406392694,24.0,5,25,11,0.0502283105022831,3137,0.9652307692307692,113,1234,4,3031,3025,4685,4096.110822510823,4096.384673178061,1024.0,1024.0,4.000108225108225,4.0003756574004505
2484633-B2,153,2125,153,1.0,0,27.26143790849673,30.0,7,36,1,0.006535947712418301,2081,0.9792941176470589,44,1347,4,1939,1939,4171,4096.269096005606,4096.643054508917,1024.0074744525548,1024.0321486876805,4.000233590282644,4.000502386335091
2484727-B2,145,2090,145,1.0,0,25.75862068965517,30.0,5,30,3,0.020689655172413793,2075,0.992822966507177,15,1212,4,2044,2044,3735,4096.27097115639,4096.94674556213,1024.0,1024.0473285265298,4.000264620269912,4.000739644970414
2484734-B4,190,2582,190,1.0,0,22.857894736842105,25.0,4,30,5,0.02631578947368421,2525,0.9779240898528273,57,1346,4,2395,2395,4343,4096.300263903821,4096.489275854747,1024.0,1024.0135895530311,4.0002932264685755,4.000424718623912
2484734-B5,97,1369,97,1.0,0,23.927835051546392,27.0,5,30,2,0.020618556701030927,1350,0.9861212563915267,19,724,4,1284,1284,2321,4096.170609796734,4096.728024819028,1024.0,1024.0496316401707,4.0001666111296235,4.000517063081696
2484743-B4,120,1729,120,1.0,0,29.316666666666666,33.0,6,36,0,0.0,1708,0.9878542510121457,21,1147,4,1622,1622,3518,4096.099301784329,4096.777206912658,1024.0248254460823,1024.0149436693714,4.0,4.0007006071929005
2484771-B3,95,1210,95,1.0,0,20.526315789473685,22.0,3,30,1,0.010526315789473684,1149,0.9495867768595041,61,604,4,1082,1081,1950,4096.439296439296,4096.31283095723,1024.0,1024.0260679191488,4.000429000429,4.0002036659877795
2484791-B3,79,1067,79,1.0,0,22.50632911392405,23.0,8,30,2,0.02531645569620253,1053,0.9868791002811621,14,540,4,999,999,1778,4096.599648643373,4096.227286179343,1024.0,1024.0568215448357,4.000585594378294,4.0
2484883-B2,258,3583,258,1.0,0,24.441860465116278,28.0,2,30,6,0.023255813953488372,3527,0.9843706391292213,56,2035,4,3455,3446,6306,4096.126061799828,4096.098009188361,1024.0,1024.0245022970903,4.000123107226394,4.0
2485059-B2,265,3915,265,1.0,0,26.139622641509433,30.0,5,30,4,0.01509433962264151,3853,0.9841634738186462,62,2235,4,3771,3762,6927,4096.08334237656,4096.681455190772,1024.02083559414,1024.0,4.0,4.000665483584738
2485259-B6,174,2328,174,1.0,0,27.160919540229884,29.0,6,36,1,0.005747126436781609,2304,0.9896907216494846,24,1554,4,2216,2216,4726,4096.325377771501,4096.098009188361,1024.0090376332698,1024.0245022970903,4.000282445982205,4.0
2485275-B2,320,4591,320,1.0,0,25.2125,29.0,3,30,3,0.009375,4553,0.9917229361794816,38,2576,4,4432,4432,8068,4096.1877348977905,4096.678017404464,1024.0,1024.0242114720763,4.0001833348611235,4.000567536889898
2485303-B2,247,3388,247,1.0,0,24.465587044534413,27.0,8,30,3,0.012145748987854251,3354,0.9899645808736718,34,1956,4,3293,3293,6043,4096.109483588153,4096.891571859763,1024.0,1024.0445708316406,4.000106917566556,4.00069654051544
2485318-B2,116,1626,116,1.0,0,27.646551724137932,30.0,6,36,2,0.017241379310344827,1569,0.9649446494464945,57,1050,4,1500,1493,3207,4096.36409608091,4096.050334250885,1024.010112980959,1024.0125835627211,4.00031605562579,4.0
2485322-B2,95,1214,95,1.0,0,22.757894736842104,22.0,6,36,5,0.05263157894736842,1188,0.9785831960461285,26,699,4,1103,1080,2162,4096.559737622989,4096.268231349539,1024.0199882881125,1024.013410864896,4.000468530376385,4.000209555741827
2485328-B2,191,2630,191,1.0,0,28.157068062827225,31.0,5,36,7,0.03664921465968586,2612,0.9931558935361217,18,1761,5,2508,2495,5378,4096.028638550173,4096.513213049025,1024.0071596375433,1024.0349886104784,4.0,4.000364497904137
2485517-B2,84,1068,84,1.0,0,19.44047619047619,19.0,5,30,4,0.047619047619047616,1003,0.9391385767790262,65,483,4,935,912,1633,4096.306037059175,4096.8596785799955,1024.0,1024.0306972840099,4.0002988643156,4.0007195970256655
2485635-B2,253,3774,253,1.0,0,30.782608695652176,35.0,5,36,5,0.019762845849802372,3721,0.9859565447800742,53,2555,4,3561,3560,7788,4096.433216487369,4096.646464646465,1024.0154706148965,1024.0124302015051,4.000362625407954,4.000582750582751
2485803-B2,519,7752,519,1.0,0,31.834296724470136,36.0,9,36,4,0.007707129094412331,7698,0.9930340557275542,54,5465,4,7540,7534,16522,4096.382851445663,4096.513213049025,1024.0191411409915,1024.0349886104784,4.000299102691924,4.000364497904137
2485805-B,362,5106,362,1.0,0,29.26243093922652,33.5,6,36,9,0.024861878453038673,5061,0.9911868390129259,45,3474,5,4881,4865,10593,4096.050225622916,4096.513213049025,1024.012556405729,1024.0349886104784,4.0,4.000364497904137
2485969-B2,403,5798,403,1.0,0,29.129032258064516,32.0,6,36,6,0.01488833746898263,5675,0.9787857882028286,123,3820,5,5436,5400,11739,4096.070887945357,4096.53781512605,1024.0177219863392,1024.0366657118304,4.0,4.0003819709702055
2486100-B,280,4110,280,1.0,0,21.42142857142857,24.0,2,24,5,0.017857142857142856,4087,0.994403892944039,23,1911,2,4043,4043,5998,4096.0,4096.150264136177,1024.0,1024.0375660340442,4.0,4.0
2486104-B1,111,1420,111,1.0,0,17.10810810810811,19.0,3,24,2,0.018018018018018018,1342,0.9450704225352112,78,556,3,1299,1293,1899,4096.40909649662,4096.0,1024.0078665150725,1024.0,4.000368776889982,4.0
2486104-B2,111,1527,111,1.0,0,25.513513513513512,27.0,4,36,3,0.02702702702702703,1460,0.9561231172233137,67,900,4,1347,1344,2832,4096.380342857143,4096.357625145518,1024.0073136588292,1024.0298003608636,4.000342857142857,4.0002328288707805
2486165-B2,247,3554,247,1.0,0,29.53846153846154,33.0,6,36,4,0.016194331983805668,3489,0.981710748452448,65,2374,4,3343,3337,7296,4096.408433048433,4096.842474769635,1024.0145856479503,1024.0421168083355,4.00034188034188,4.000658183413778
2486191-B,252,3667,252,1.0,0,30.658730158730158,34.0,4,36,1,0.003968253968253968,3644,0.9937278429233706,23,2550,4,3526,3526,7726,4096.085676037484,4096.35499207607,1024.021419009371,1024.0380329817262,4.0,4.000198098256735
2486197-B2,256,3655,256,1.0,0,30.49609375,35.0,9,36,2,0.0078125,3640,0.9958960328317373,15,2583,5,3580,3555,7807,4096.0338132347115,4096.513213049025,1024.0084533086779,1024.0349886104784,4.0,4.000364497904137
2486262-B4,141,2018,141,1.0,0,27.95744680851064,30.0,10,36,1,0.0070921985815602835,1966,0.9742319127849356,52,1272,4,1820,1820,3942,4096.500838457238,4096.307914361319,1024.0178852132601,1024.0153947922304,4.00041922861934,4.000240558094781
