slide_id,scale,patch_count,padding_bucket,count,fraction
2460239-B2,5x,187,<=5%,185,0.9893048128342246
2460239-B2,5x,187,>50%,2,0.0106951871657754
2460239-B2,20x,2592,<=5%,2579,0.9949845679012346
2460239-B2,20x,2592,>50%,13,0.005015432098765432
2460242-B2,5x,426,<=5%,426,1.0
2460242-B2,20x,6128,<=5%,6128,1.0
2460399-B2,5x,285,<=5%,285,1.0
2460399-B2,20x,4103,<=5%,4103,1.0
2460404-B3,5x,308,5-10%,2,0.006493506493506494
2460404-B3,5x,308,<=5%,304,0.987012987012987
2460404-B3,5x,308,25-50%,2,0.006493506493506494
2460404-B3,20x,4243,<=5%,4237,0.9985859061984445
2460404-B3,20x,4243,10-25%,6,0.0014140938015555031
2460405-B2,5x,128,<=5%,128,1.0
2460405-B2,20x,1742,<=5%,1742,1.0
2460591-B2,5x,253,<=5%,253,1.0
2460591-B2,20x,3248,<=5%,3248,1.0
2460602-B,5x,252,<=5%,251,0.996031746031746
2460602-B,5x,252,>50%,1,0.003968253968253968
2460602-B,20x,3707,<=5%,3705,0.9994604801726463
2460602-B,20x,3707,25-50%,2,0.0005395198273536552
2460628-B2,5x,190,<=5%,190,1.0
2460628-B2,20x,2668,<=5%,2668,1.0
2460641-B2,5x,242,<=5%,242,1.0
2460641-B2,20x,3511,<=5%,3511,1.0
2460643-B,5x,182,<=5%,182,1.0
2460643-B,20x,2656,<=5%,2656,1.0
2460753-B2,5x,201,<=5%,199,0.9900497512437811
2460753-B2,5x,201,>50%,2,0.009950248756218905
2460753-B2,20x,2859,<=5%,2850,0.9968520461699895
2460753-B2,20x,2859,>50%,9,0.0031479538300104933
2460770-B2,5x,181,<=5%,181,1.0
2460770-B2,20x,2521,<=5%,2521,1.0
2460949-B3,5x,200,<=5%,200,1.0
2460949-B3,20x,2813,<=5%,2813,1.0
2460960-B,5x,343,<=5%,343,1.0
2460960-B,20x,4901,<=5%,4896,0.998979800040808
2460960-B,20x,4901,10-25%,5,0.0010201999591920017
2460974-B2,5x,234,<=5%,234,1.0
2460974-B2,20x,3353,<=5%,3353,1.0
2461002-B2,5x,135,<=5%,135,1.0
2461002-B2,20x,1733,<=5%,1733,1.0
2461487-B2,5x,232,<=5%,231,0.9956896551724138
2461487-B2,5x,232,10-25%,1,0.004310344827586207
2461487-B2,20x,3195,<=5%,3193,0.9993740219092332
2461487-B2,20x,3195,25-50%,2,0.0006259780907668231
2461671-B2,5x,328,<=5%,328,1.0
2461671-B2,20x,4887,<=5%,4887,1.0
2461672-B2,5x,212,<=5%,208,0.9811320754716981
2461672-B2,5x,212,25-50%,4,0.018867924528301886
2461672-B2,20x,2880,<=5%,2880,1.0
2461677-B2,5x,60,<=5%,60,1.0
2461677-B2,20x,812,<=5%,812,1.0
2461698-B,5x,239,<=5%,239,1.0
2461698-B,20x,3447,<=5%,3447,1.0
2461700-B2,5x,74,<=5%,74,1.0
2461700-B2,20x,996,<=5%,996,1.0
2461703-B3,5x,253,<=5%,253,1.0
2461703-B3,20x,3694,<=5%,3694,1.0
2461718-B3,5x,82,<=5%,82,1.0
2461718-B3,20x,1067,<=5%,1067,1.0
2461755-B3,5x,247,<=5%,247,1.0
2461755-B3,20x,3325,<=5%,3325,1.0
2461836-B2,5x,144,<=5%,142,0.9861111111111112
2461836-B2,5x,144,>50%,2,0.013888888888888888
2461836-B2,20x,1998,<=5%,1991,0.9964964964964965
2461836-B2,20x,1998,>50%,5,0.0025025025025025025
2461836-B2,20x,1998,10-25%,2,0.001001001001001001
2461857-B2,5x,159,<=5%,159,1.0
2461857-B2,20x,2091,<=5%,2091,1.0
2461861-B2,5x,62,<=5%,62,1.0
2461861-B2,20x,890,<=5%,890,1.0
2462123-B2,5x,122,<=5%,122,1.0
2462123-B2,20x,1715,<=5%,1715,1.0
2462170-B4,5x,117,<=5%,117,1.0
2462170-B4,20x,1562,<=5%,1562,1.0
2462290-B2,5x,286,<=5%,286,1.0
2462290-B2,20x,4236,<=5%,4236,1.0
2462293-B3,5x,127,<=5%,127,1.0
2462293-B3,20x,1781,<=5%,1781,1.0
2462478-B2,5x,152,<=5%,149,0.9802631578947368
2462478-B2,5x,152,>50%,2,0.013157894736842105
2462478-B2,5x,152,25-50%,1,0.006578947368421052
2462478-B2,20x,2029,<=5%,2025,0.9980285855101035
2462478-B2,20x,2029,25-50%,4,0.001971414489896501
2462483-B,5x,85,<=5%,85,1.0
2462483-B,20x,1108,<=5%,1108,1.0
2462598-B,5x,195,<=5%,195,1.0
2462598-B,20x,2744,<=5%,2744,1.0
2462614-B3,5x,225,<=5%,225,1.0
2462614-B3,20x,3283,<=5%,3269,0.9957356076759062
2462614-B3,20x,3283,25-50%,6,0.0018275967103259215
2462614-B3,20x,3283,>50%,8,0.0024367956137678953
2462637-B2,5x,277,<=5%,277,1.0
2462637-B2,20x,3864,<=5%,3864,1.0
2462830-B2,5x,103,<=5%,103,1.0
2462830-B2,20x,1417,<=5%,1417,1.0
2462830-B4,5x,210,<=5%,210,1.0
2462830-B4,20x,3080,<=5%,3080,1.0
2462840-B5,5x,286,<=5%,286,1.0
2462840-B5,20x,4219,<=5%,4219,1.0
2462885-B2,5x,272,<=5%,272,1.0
2462885-B2,20x,3661,<=5%,3661,1.0
2462920-B3,5x,273,<=5%,273,1.0
2462920-B3,20x,3827,<=5%,3827,1.0
2462921-B,5x,311,<=5%,311,1.0
2462921-B,20x,4466,<=5%,4466,1.0
2462987-B2,5x,139,<=5%,139,1.0
2462987-B2,20x,2010,<=5%,2010,1.0
2463126-B2,5x,144,<=5%,144,1.0
2463126-B2,20x,2101,<=5%,2101,1.0
2463127-B3,5x,261,<=5%,261,1.0
2463127-B3,20x,3791,<=5%,3791,1.0
2463135-B,5x,307,<=5%,307,1.0
2463135-B,20x,4547,<=5%,4547,1.0
2463187-B2,5x,110,<=5%,110,1.0
2463187-B2,20x,1511,<=5%,1511,1.0
2463351-B4,5x,175,<=5%,175,1.0
2463351-B4,20x,2436,<=5%,2436,1.0
2463370-B2,5x,192,<=5%,192,1.0
2463370-B2,20x,2726,<=5%,2726,1.0
2463379-B4,5x,153,<=5%,153,1.0
2463379-B4,20x,2079,<=5%,2079,1.0
2463404-B2,5x,217,<=5%,212,0.9769585253456221
2463404-B2,5x,217,>50%,3,0.013824884792626729
2463404-B2,5x,217,25-50%,2,0.009216589861751152
2463404-B2,20x,2935,<=5%,2923,0.9959114139693356
2463404-B2,20x,2935,25-50%,9,0.0030664395229982964
2463404-B2,20x,2935,>50%,3,0.0010221465076660989
2463643-B,5x,241,<=5%,241,1.0
2463643-B,20x,3440,<=5%,3431,0.9973837209302325
2463643-B,20x,3440,>50%,9,0.002616279069767442
2463647-B2,5x,204,<=5%,204,1.0
2463647-B2,20x,2934,<=5%,2934,1.0
2463656-B2,5x,157,<=5%,157,1.0
2463656-B2,20x,2076,<=5%,2076,1.0
2463720-B7,5x,207,<=5%,207,1.0
2463720-B7,20x,3024,<=5%,3024,1.0
2464404-B5,5x,207,<=5%,207,1.0
2464404-B5,20x,2935,<=5%,2935,1.0
2464438-B5,5x,98,<=5%,98,1.0
2464438-B5,20x,1244,<=5%,1244,1.0
2464443-B,5x,254,<=5%,254,1.0
2464443-B,20x,3687,<=5%,3687,1.0
2464548-B,5x,337,<=5%,337,1.0
2464548-B,20x,4999,<=5%,4999,1.0
2464690-B2,5x,244,<=5%,244,1.0
2464690-B2,20x,3451,<=5%,3451,1.0
2464812-B3,5x,254,<=5%,252,0.9921259842519685
2464812-B3,5x,254,25-50%,2,0.007874015748031496
2464812-B3,20x,3682,<=5%,3682,1.0
2464817-B,5x,265,<=5%,265,1.0
2464817-B,20x,3919,<=5%,3919,1.0
2464879-B2,5x,268,<=5%,268,1.0
2464879-B2,20x,3955,<=5%,3955,1.0
2464929-B,5x,291,<=5%,291,1.0
2464929-B,20x,4295,<=5%,4295,1.0
2464943-B2,5x,323,<=5%,323,1.0
2464943-B2,20x,4501,<=5%,4490,0.9975560986447456
2464943-B2,20x,4501,10-25%,11,0.002443901355254388
2465202-B3,5x,269,<=5%,264,0.9814126394052045
2465202-B3,5x,269,10-25%,5,0.01858736059479554
2465202-B3,20x,3876,<=5%,3876,1.0
2465243-B2,5x,348,<=5%,348,1.0
2465243-B2,20x,5204,<=5%,5204,1.0
2465263-B2,5x,163,<=5%,163,1.0
2465263-B2,20x,2322,<=5%,2322,1.0
2465339-B2,5x,427,<=5%,423,0.990632318501171
2465339-B2,5x,427,25-50%,4,0.00936768149882904
2465339-B2,20x,6254,<=5%,6254,1.0
2465367-B3,5x,125,<=5%,125,1.0
2465367-B3,20x,1600,<=5%,1600,1.0
2465396-B2,5x,165,<=5%,165,1.0
2465396-B2,20x,2463,<=5%,2450,0.9947218838814454
2465396-B2,20x,2463,25-50%,4,0.0016240357287860333
2465396-B2,20x,2463,>50%,9,0.0036540803897685747
2465397-B,5x,157,<=5%,157,1.0
2465397-B,20x,2289,<=5%,2289,1.0
2465568-B2,5x,188,<=5%,188,1.0
2465568-B2,20x,2648,<=5%,2648,1.0
2465608-B2,5x,259,<=5%,259,1.0
2465608-B2,20x,3741,<=5%,3741,1.0
2465625-B,5x,172,<=5%,172,1.0
2465625-B,20x,2395,<=5%,2395,1.0
2465636-B,5x,230,<=5%,230,1.0
2465636-B,20x,3335,<=5%,3335,1.0
2465639-B2,5x,137,<=5%,137,1.0
2465639-B2,20x,1782,<=5%,1782,1.0
2465643-B3,5x,251,<=5%,251,1.0
2465643-B3,20x,3735,<=5%,3735,1.0
2465661-B2,5x,189,<=5%,189,1.0
2465661-B2,20x,2618,<=5%,2618,1.0
2465795-B4,5x,293,<=5%,289,0.9863481228668942
2465795-B4,5x,293,25-50%,4,0.013651877133105802
2465795-B4,20x,4156,<=5%,4142,0.9966313763233878
2465795-B4,20x,4156,>50%,14,0.003368623676612127
2465827-B5,5x,211,<=5%,211,1.0
2465827-B5,20x,3054,<=5%,3054,1.0
2465843-B2,5x,269,<=5%,269,1.0
2465843-B2,20x,3656,<=5%,3656,1.0
2465989-B2,5x,205,<=5%,205,1.0
2465989-B2,20x,2922,<=5%,2922,1.0
2466152-B2,5x,155,<=5%,155,1.0
2466152-B2,20x,2250,<=5%,2250,1.0
2466159-B2,5x,234,<=5%,234,1.0
2466159-B2,20x,3385,<=5%,3385,1.0
2466264-B2,5x,188,<=5%,183,0.973404255319149
2466264-B2,5x,188,>50%,2,0.010638297872340425
2466264-B2,5x,188,10-25%,3,0.015957446808510637
2466264-B2,20x,2653,<=5%,2651,0.9992461364493027
2466264-B2,20x,2653,5-10%,2,0.0007538635506973238
2466285-B,5x,154,<=5%,154,1.0
2466285-B,20x,2263,<=5%,2263,1.0
2466580-B5,5x,102,<=5%,102,1.0
2466580-B5,20x,1408,<=5%,1408,1.0
2466581-B1,5x,300,<=5%,300,1.0
2466581-B1,20x,4444,<=5%,4444,1.0
2466581-B2,5x,175,<=5%,175,1.0
2466581-B2,20x,2334,<=5%,2334,1.0
2466584-B,5x,206,<=5%,206,1.0
2466584-B,20x,2916,<=5%,2916,1.0
2466703-B4,5x,73,<=5%,73,1.0
2466703-B4,20x,992,<=5%,992,1.0
2466718-B,5x,317,<=5%,317,1.0
2466718-B,20x,4685,<=5%,4682,0.9993596584845251
2466718-B,20x,4685,>50%,2,0.00042689434364994664
2466718-B,20x,4685,25-50%,1,0.00021344717182497332
2466866-B,5x,206,<=5%,206,1.0
2466866-B,20x,2678,<=5%,2678,1.0
2466881-B2,5x,212,<=5%,212,1.0
2466881-B2,20x,2895,<=5%,2895,1.0
2466884-B2,5x,136,<=5%,136,1.0
2466884-B2,20x,1821,<=5%,1821,1.0
2466891-B2,5x,435,<=5%,433,0.9954022988505747
2466891-B2,5x,435,>50%,1,0.0022988505747126436
2466891-B2,5x,435,10-25%,1,0.0022988505747126436
2466891-B2,20x,6508,<=5%,6508,1.0
2466893-B2,5x,192,25-50%,3,0.015625
2466893-B2,5x,192,>50%,2,0.010416666666666666
2466893-B2,5x,192,<=5%,187,0.9739583333333334
2466893-B2,20x,2822,<=5%,2820,0.9992912827781715
2466893-B2,20x,2822,10-25%,2,0.0007087172218284905
2466898-B2,5x,276,<=5%,274,0.9927536231884058
2466898-B2,5x,276,10-25%,2,0.007246376811594203
2466898-B2,20x,4081,<=5%,4077,0.9990198480764518
2466898-B2,20x,4081,>50%,2,0.000490075961774075
2466898-B2,20x,4081,25-50%,2,0.000490075961774075
2466899-B2,5x,218,<=5%,214,0.981651376146789
2466899-B2,5x,218,25-50%,2,0.009174311926605505
2466899-B2,5x,218,10-25%,2,0.009174311926605505
2466899-B2,20x,2867,<=5%,2867,1.0
2466923-B2,5x,115,<=5%,115,1.0
2466923-B2,20x,1560,<=5%,1560,1.0
2468105-B2,5x,299,<=5%,299,1.0
2468105-B2,20x,4143,<=5%,4143,1.0
2468321-B2,5x,141,<=5%,141,1.0
2468321-B2,20x,1885,<=5%,1885,1.0
2468325-B,5x,167,<=5%,167,1.0
2468325-B,20x,2302,<=5%,2302,1.0
2468417-B2,5x,184,<=5%,184,1.0
2468417-B2,20x,2528,<=5%,2528,1.0
2468419-B2,5x,316,<=5%,313,0.990506329113924
2468419-B2,5x,316,>50%,1,0.0031645569620253164
2468419-B2,5x,316,25-50%,2,0.006329113924050633
2468419-B2,20x,4617,<=5%,4613,0.9991336365605371
2468419-B2,20x,4617,25-50%,2,0.00043318171973142733
2468419-B2,20x,4617,>50%,2,0.00043318171973142733
2468419-B3,5x,249,<=5%,248,0.9959839357429718
2468419-B3,5x,249,25-50%,1,0.004016064257028112
2468419-B3,20x,3633,<=5%,3633,1.0
2468442-B2,5x,396,<=5%,396,1.0
2468442-B2,20x,5816,<=5%,5815,0.999828060522696
2468442-B2,20x,5816,5-10%,1,0.000171939477303989
2468450-B2,5x,183,<=5%,183,1.0
2468450-B2,20x,2583,<=5%,2583,1.0
2468673-B2,5x,158,<=5%,157,0.9936708860759493
2468673-B2,5x,158,>50%,1,0.006329113924050633
2468673-B2,20x,2236,<=5%,2228,0.9964221824686941
2468673-B2,20x,2236,>50%,8,0.0035778175313059034
2468698-B2,5x,276,<=5%,276,1.0
2468698-B2,20x,3932,<=5%,3932,1.0
2468720-B2,5x,244,<=5%,244,1.0
2468720-B2,20x,3495,<=5%,3495,1.0
2468796-B3,5x,295,<=5%,295,1.0
2468796-B3,20x,4342,<=5%,4342,1.0
2468954-B2,5x,107,<=5%,107,1.0
2468954-B2,20x,1402,<=5%,1402,1.0
2469004-B2,5x,173,<=5%,173,1.0
2469004-B2,20x,2188,<=5%,2188,1.0
2469005-B2,5x,238,<=5%,238,1.0
2469005-B2,20x,3361,<=5%,3361,1.0
2469007-B2,5x,157,<=5%,157,1.0
2469007-B2,20x,2149,<=5%,2149,1.0
2469019-B2,5x,257,<=5%,257,1.0
2469019-B2,20x,3594,<=5%,3594,1.0
2469023-B2,5x,173,<=5%,173,1.0
2469023-B2,20x,2504,<=5%,2504,1.0
2469023-B4,5x,173,<=5%,173,1.0
2469023-B4,20x,2349,<=5%,2349,1.0
2469024-B,5x,115,<=5%,115,1.0
2469024-B,20x,1556,<=5%,1556,1.0
2469029-B2,5x,162,<=5%,162,1.0
2469029-B2,20x,2168,<=5%,2168,1.0
2469033-B2,5x,79,<=5%,79,1.0
2469033-B2,20x,1058,<=5%,1058,1.0
2469047-B2,5x,212,>50%,2,0.009433962264150943
2469047-B2,5x,212,<=5%,210,0.9905660377358491
2469047-B2,20x,3009,<=5%,3003,0.9980059820538385
2469047-B2,20x,3009,25-50%,6,0.0019940179461615153
2469072-B2,5x,203,<=5%,203,1.0
2469072-B2,20x,2721,<=5%,2721,1.0
2469074-B2,5x,104,<=5%,104,1.0
2469074-B2,20x,1517,<=5%,1517,1.0
2469110-B3,5x,189,<=5%,189,1.0
2469110-B3,20x,2706,<=5%,2706,1.0
2469230-B,5x,319,<=5%,319,1.0
2469230-B,20x,4468,<=5%,4468,1.0
2469256-B2,5x,195,<=5%,195,1.0
2469256-B2,20x,2709,<=5%,2709,1.0
2469260-B3,5x,201,<=5%,201,1.0
2469260-B3,20x,3062,<=5%,3062,1.0
2469496-B,5x,264,<=5%,263,0.9962121212121212
2469496-B,5x,264,25-50%,1,0.003787878787878788
2469496-B,20x,3630,<=5%,3628,0.9994490358126722
2469496-B,20x,3630,5-10%,2,0.0005509641873278236
2469505-B2,5x,252,<=5%,252,1.0
2469505-B2,20x,3503,<=5%,3503,1.0
2469515-B2,5x,83,<=5%,83,1.0
2469515-B2,20x,1046,<=5%,1046,1.0
2469569-B2,5x,67,<=5%,67,1.0
2469569-B2,20x,877,<=5%,877,1.0
2469661-B,5x,94,<=5%,94,1.0
2469661-B,20x,1184,<=5%,1184,1.0
2469693-B,5x,340,<=5%,340,1.0
2469693-B,20x,4975,<=5%,4975,1.0
2469849-B2,5x,178,<=5%,178,1.0
2469849-B2,20x,2512,<=5%,2512,1.0
2469916-B2,5x,225,<=5%,221,0.9822222222222222
2469916-B2,5x,225,5-10%,4,0.017777777777777778
2469916-B2,20x,2967,<=5%,2961,0.9979777553083923
2469916-B2,20x,2967,25-50%,6,0.0020222446916076846
2469927-B2,5x,196,<=5%,194,0.9897959183673469
2469927-B2,5x,196,10-25%,2,0.01020408163265306
2469927-B2,20x,2593,<=5%,2593,1.0
2469963-B2,5x,275,<=5%,275,1.0
2469963-B2,20x,4073,<=5%,4073,1.0
2469965-B2,5x,302,<=5%,302,1.0
2469965-B2,20x,4290,<=5%,4290,1.0
2469969-B2,5x,176,<=5%,176,1.0
2469969-B2,20x,2451,<=5%,2451,1.0
2470260-B,5x,287,<=5%,287,1.0
2470260-B,20x,4280,<=5%,4280,1.0
2470270-B2,5x,176,<=5%,176,1.0
2470270-B2,20x,2510,<=5%,2510,1.0
2470405-B2,5x,253,<=5%,253,1.0
2470405-B2,20x,3708,<=5%,3708,1.0
2470647-B2,5x,318,<=5%,316,0.9937106918238994
2470647-B2,5x,318,>50%,2,0.006289308176100629
2470647-B2,20x,4267,<=5%,4258,0.9978907897820483
2470647-B2,20x,4267,10-25%,9,0.0021092102179517225
2470657-B3,5x,472,<=5%,472,1.0
2470657-B3,20x,7128,<=5%,7111,0.9976150392817059
2470657-B3,20x,7128,>50%,17,0.0023849607182940516
2471072-B2,5x,263,<=5%,263,1.0
2471072-B2,20x,3844,<=5%,3844,1.0
2471237-B2,5x,463,<=5%,463,1.0
2471237-B2,20x,6815,<=5%,6815,1.0
2471442-B3,5x,261,<=5%,261,1.0
2471442-B3,20x,3765,<=5%,3763,0.999468791500664
2471442-B3,20x,3765,10-25%,2,0.0005312084993359894
2471452-B2,5x,132,<=5%,132,1.0
2471452-B2,20x,1772,<=5%,1772,1.0
2471595-B3,5x,321,<=5%,315,0.9813084112149533
2471595-B3,5x,321,10-25%,6,0.018691588785046728
2471595-B3,20x,4641,<=5%,4623,0.9961215255332903
2471595-B3,20x,4641,>50%,18,0.003878474466709761
2471618-B3,5x,258,<=5%,258,1.0
2471618-B3,20x,3840,<=5%,3840,1.0
2471884-B2,5x,140,<=5%,140,1.0
2471884-B2,20x,1810,<=5%,1810,1.0
2471885-B2,5x,128,<=5%,128,1.0
2471885-B2,20x,1739,<=5%,1731,0.9953996549741231
2471885-B2,20x,1739,25-50%,8,0.004600345025876941
2471887-B,5x,223,<=5%,223,1.0
2471887-B,20x,3135,<=5%,3135,1.0
2471921-B2,5x,196,<=5%,196,1.0
2471921-B2,20x,2810,<=5%,2810,1.0
2471957-B,5x,85,<=5%,85,1.0
2471957-B,20x,1104,<=5%,1104,1.0
2471959-B2,5x,167,<=5%,167,1.0
2471959-B2,20x,2280,<=5%,2280,1.0
2471963-B,5x,280,<=5%,280,1.0
2471963-B,20x,3985,<=5%,3985,1.0
2472316-B7,5x,46,<=5%,46,1.0
2472316-B7,20x,609,<=5%,609,1.0
2472453-B2,5x,84,<=5%,84,1.0
2472453-B2,20x,1089,<=5%,1089,1.0
2472465-B2,5x,249,<=5%,249,1.0
2472465-B2,20x,3586,<=5%,3586,1.0
2472471-B2,5x,190,<=5%,190,1.0
2472471-B2,20x,2694,<=5%,2694,1.0
2472481-B2,5x,155,<=5%,155,1.0
2472481-B2,20x,2139,<=5%,2139,1.0
2472500-B2,5x,141,<=5%,141,1.0
2472500-B2,20x,1962,<=5%,1962,1.0
2472505-B,5x,112,<=5%,112,1.0
2472505-B,20x,1592,<=5%,1592,1.0
2472509-B4,5x,245,<=5%,245,1.0
2472509-B4,20x,3499,<=5%,3499,1.0
2472509-B6,5x,461,<=5%,461,1.0
2472509-B6,20x,6909,<=5%,6905,0.9994210450137502
2472509-B6,20x,6909,5-10%,4,0.000578954986249819
2473212-B4,5x,187,<=5%,187,1.0
2473212-B4,20x,2489,<=5%,2489,1.0
2473218-B2,5x,321,<=5%,317,0.9875389408099688
2473218-B2,5x,321,5-10%,4,0.012461059190031152
2473218-B2,20x,4586,<=5%,4575,0.997601395551679
2473218-B2,20x,4586,25-50%,11,0.002398604448320977
2473218-B3,5x,255,<=5%,255,1.0
2473218-B3,20x,3592,<=5%,3592,1.0
2473228-B2,5x,188,<=5%,188,1.0
2473228-B2,20x,2583,<=5%,2583,1.0
2473266-B,5x,201,<=5%,201,1.0
2473266-B,20x,2728,<=5%,2728,1.0
2473272-B3,5x,247,<=5%,247,1.0
2473272-B3,20x,3338,<=5%,3325,0.9961054523666867
2473272-B3,20x,3338,25-50%,13,0.0038945476333133613
2473366-B2,5x,228,<=5%,228,1.0
2473366-B2,20x,3002,<=5%,2996,0.9980013324450366
2473366-B2,20x,3002,>50%,6,0.001998667554963358
2473394-B2,5x,295,<=5%,295,1.0
2473394-B2,20x,4135,<=5%,4135,1.0
2473534-B2,5x,228,<=5%,228,1.0
2473534-B2,20x,3213,<=5%,3213,1.0
2473545-B2,5x,422,<=5%,421,0.9976303317535545
2473545-B2,5x,422,10-25%,1,0.002369668246445498
2473545-B2,20x,6025,<=5%,6025,1.0
2473545-B3,5x,248,<=5%,248,1.0
2473545-B3,20x,3653,<=5%,3653,1.0
2473549-B,5x,234,<=5%,234,1.0
2473549-B,20x,3285,<=5%,3285,1.0
2473600-B3,5x,321,<=5%,321,1.0
2473600-B3,20x,4559,<=5%,4559,1.0
2473608-B2,5x,299,<=5%,299,1.0
2473608-B2,20x,4453,<=5%,4453,1.0
2473621-B3,5x,158,<=5%,158,1.0
2473621-B3,20x,2107,<=5%,2107,1.0
2473623-B2,5x,73,<=5%,73,1.0
2473623-B2,20x,947,<=5%,947,1.0
2473738-B3,5x,264,<=5%,264,1.0
2473738-B3,20x,3919,<=5%,3919,1.0
2474124-B2,5x,209,<=5%,209,1.0
2474124-B2,20x,3104,<=5%,3104,1.0
2474140-B3,5x,227,<=5%,227,1.0
2474140-B3,20x,3068,<=5%,3068,1.0
2474150-B3,5x,220,<=5%,220,1.0
2474150-B3,20x,3180,<=5%,3180,1.0
2474188-B2,5x,317,<=5%,317,1.0
2474188-B2,20x,4656,<=5%,4656,1.0
2474189-B7,5x,61,<=5%,61,1.0
2474189-B7,20x,844,<=5%,844,1.0
2474291-B2,5x,316,<=5%,315,0.9968354430379747
2474291-B2,5x,316,10-25%,1,0.0031645569620253164
2474291-B2,20x,4662,<=5%,4661,0.9997854997854998
2474291-B2,20x,4662,25-50%,1,0.0002145002145002145
2474337-B3,5x,301,<=5%,301,1.0
2474337-B3,20x,4367,<=5%,4367,1.0
2474500-B2,5x,257,<=5%,257,1.0
2474500-B2,20x,3784,<=5%,3784,1.0
2474612-B2,5x,268,<=5%,268,1.0
2474612-B2,20x,3923,<=5%,3923,1.0
2474626-B2,5x,212,<=5%,212,1.0
2474626-B2,20x,3019,<=5%,3019,1.0
2474631-B3,5x,293,<=5%,293,1.0
2474631-B3,20x,4105,<=5%,4105,1.0
2474638-B3,5x,155,<=5%,155,1.0
2474638-B3,20x,2249,<=5%,2249,1.0
2474704-B2,5x,144,<=5%,144,1.0
2474704-B2,20x,2111,<=5%,2111,1.0
2474718-B4,5x,154,<=5%,154,1.0
2474718-B4,20x,2123,<=5%,2123,1.0
2474721-B,5x,309,<=5%,309,1.0
2474721-B,20x,4548,<=5%,4548,1.0
2474739-B2,5x,315,<=5%,315,1.0
2474739-B2,20x,4727,<=5%,4727,1.0
2474901-B,5x,250,<=5%,250,1.0
2474901-B,20x,3626,<=5%,3624,0.9994484280198566
2474901-B,20x,3626,10-25%,2,0.0005515719801434088
2475011-B2,5x,183,<=5%,183,1.0
2475011-B2,20x,2646,<=5%,2646,1.0
2475022-B,5x,224,<=5%,224,1.0
2475022-B,20x,3274,<=5%,3268,0.998167379352474
2475022-B,20x,3274,25-50%,6,0.0018326206475259622
2475126-B2,5x,231,<=5%,231,1.0
2475126-B2,20x,3334,<=5%,3334,1.0
2475159-B,5x,178,<=5%,178,1.0
2475159-B,20x,2588,<=5%,2588,1.0
2475184-B2,5x,243,<=5%,243,1.0
2475184-B2,20x,3242,<=5%,3242,1.0
2475349-B2,5x,132,<=5%,132,1.0
2475349-B2,20x,1861,<=5%,1857,0.9978506179473401
2475349-B2,20x,1861,25-50%,4,0.0021493820526598604
2476242-B2,5x,240,<=5%,237,0.9875
2476242-B2,5x,240,25-50%,3,0.0125
2476242-B2,20x,3500,<=5%,3493,0.998
2476242-B2,20x,3500,>50%,7,0.002
2476250-B2,5x,79,<=5%,79,1.0
2476250-B2,20x,1047,<=5%,1047,1.0
2476252-B2,5x,120,<=5%,120,1.0
2476252-B2,20x,1594,<=5%,1594,1.0
2476295-B3,5x,249,<=5%,247,0.9919678714859438
2476295-B3,5x,249,5-10%,2,0.008032128514056224
2476295-B3,20x,3732,<=5%,3729,0.9991961414790996
2476295-B3,20x,3732,10-25%,2,0.0005359056806002144
2476295-B3,20x,3732,25-50%,1,0.0002679528403001072
2476358-B2,5x,212,<=5%,212,1.0
2476358-B2,20x,3078,<=5%,3078,1.0
2476376-B2,5x,262,<=5%,262,1.0
2476376-B2,20x,3675,<=5%,3675,1.0
2476391-B2,5x,154,<=5%,154,1.0
2476391-B2,20x,2214,<=5%,2214,1.0
2476681-B2,5x,172,<=5%,172,1.0
2476681-B2,20x,2291,<=5%,2291,1.0
2476750-B,5x,320,<=5%,320,1.0
2476750-B,20x,4596,<=5%,4596,1.0
2476834-B3,5x,303,<=5%,289,0.9537953795379538
2476834-B3,5x,303,>50%,14,0.0462046204620462
2476834-B3,20x,4328,<=5%,4266,0.9856746765249538
2476834-B3,20x,4328,25-50%,9,0.0020794824399260627
2476834-B3,20x,4328,10-25%,53,0.012245841035120148
2476856-B2,5x,260,<=5%,258,0.9923076923076923
2476856-B2,5x,260,25-50%,1,0.0038461538461538464
2476856-B2,5x,260,10-25%,1,0.0038461538461538464
2476856-B2,20x,3535,<=5%,3535,1.0
2476983-B,5x,181,<=5%,181,1.0
2476983-B,20x,2273,<=5%,2273,1.0
2476984-B2,5x,79,<=5%,79,1.0
2476984-B2,20x,1070,<=5%,1070,1.0
2477039-B,5x,247,<=5%,247,1.0
2477039-B,20x,3531,<=5%,3531,1.0
2477053-B3,5x,396,<=5%,396,1.0
2477053-B3,20x,5849,<=5%,5849,1.0
2477058-B2,5x,224,<=5%,224,1.0
2477058-B2,20x,3382,<=5%,3382,1.0
2477118-B3,5x,221,<=5%,221,1.0
2477118-B3,20x,3195,<=5%,3195,1.0
2477118-B4,5x,167,<=5%,167,1.0
2477118-B4,20x,2364,<=5%,2364,1.0
2477189-B2,5x,291,<=5%,291,1.0
2477189-B2,20x,4316,<=5%,4316,1.0
2477189-B3,5x,129,<=5%,129,1.0
2477189-B3,20x,1775,<=5%,1775,1.0
2477274-B3,5x,127,<=5%,127,1.0
2477274-B3,20x,1675,<=5%,1675,1.0
